Variables=Time[s],Long[deg.],Lati[deg.],Alti[km],Upl[m/s],Vpl[m/s],Wpl[m/s],VelplAbs[m/s],Dens[kg/m3],Temp[K],Kn,Time[day]
1.019653021811787039e+07	-1.567899999999999920e+02	5.146999999999999886e+01	2.015800000000000125e+02	7.482537384453698905e+03	-6.269957963361009945e+01	2.425622940253120419e+00	7.482800467116578147e+03	2.361343075620655827e-10	7.936812434862331429e+02	3.679342972126498807e+02	1.183384999999999962e+02
1.019653121811787039e+07	-1.566856099780337672e+02	5.146940347107079816e+01	2.015822036596824205e+02	7.482428590937026456e+03	-7.421946682024250208e+01	2.416444457615384067e+00	7.482797069741418454e+03	2.361179105121833625e-10	7.936833981613534661e+02	3.679588969804923977e+02	1.183385116057617097e+02
1.019653221811787039e+07	-1.565812231075770455e+02	5.146870657679099281e+01	2.015843615619255047e+02	7.482302125269055978e+03	-8.573874308803176802e+01	2.407260833877458595e+00	7.482793731005611335e+03	2.361018628699242851e-10	7.936855071930846179e+02	3.679829766635689339e+02	1.183385232115234231e+02
1.019653321811787039e+07	-1.564768398633469815e+02	5.146790932290844722e+01	2.015864737030847493e+02	7.482157990569154208e+03	-9.725731685612527144e+01	2.398072058217309177e+00	7.482790450912646520e+03	2.360861645590324310e-10	7.936875705752968315e+02	3.680065361245002009e+02	1.183385348172851366e+02
1.019653421811787039e+07	-1.563724607199454795e+02	5.146701171596182434e+01	2.015885400797097304e+02	7.481996190394860605e+03	-1.087750965708337247e+02	2.388878119813561796e+00	7.482787229465760902e+03	2.360708155033298424e-10	7.936895883020602014e+02	3.680295752298223988e+02	1.183385464230468500e+02
1.019653521811787039e+07	-1.562680861518442441e+02	5.146601376328006694e+01	2.015905606885408190e+02	7.481816728741666338e+03	-1.202919907091877008e+02	2.379679007849929917e+00	7.482784066667940351e+03	2.360558156267905044e-10	7.936915603676443425e+02	3.680520938499724934e+02	1.183385580288085492e+02
1.019653621811787039e+07	-1.561637166333695177e+02	5.146491547298236213e+01	2.015925355265134726e+02	7.481619610042746899e+03	-1.318079077824964429e+02	2.370474711523144151e+00	7.482780962521924266e+03	2.360411648535778779e-10	7.936934867665225966e+02	3.680740918593242554e+02	1.183385696345702627e+02
1.019653721811787039e+07	-1.560593526386871304e+02	5.146371685397769369e+01	2.015944645907508743e+02	7.481404839168674698e+03	-1.433227563398706934e+02	2.361265220025003941e+00	7.482777917030195567e+03	2.360268631080963405e-10	7.936953674933740785e+02	3.680955691362004814e+02	1.183385812403319761e+02
1.019653821811787039e+07	-1.559549946417872661e+02	5.146241791596445836e+01	2.015963478785719474e+02	7.481172421427099835e+03	-1.548364449717930142e+02	2.352050522565320989e+00	7.482774930194986155e+03	2.360129103149854472e-10	7.936972025430934536e+02	3.681165255629717876e+02	1.183385928460936896e+02
1.019653921811787039e+07	-1.558506431164695414e+02	5.146101866943024561e+01	2.015981853874871774e+02	7.480922362562409944e+03	-1.663488823136332542e+02	2.342830608353267507e+00	7.482772002018275998e+03	2.359993063992245694e-10	7.936989919107845708e+02	3.681369610259847036e+02	1.183386044518554030e+02
1.019654021811787039e+07	-1.557462985363279984e+02	5.145951912565138997e+01	2.015999771151983850e+02	7.480654668755358216e+03	-1.778599770491901779e+02	2.333605466603643208e+00	7.482769132501800414e+03	2.359860512861371857e-10	7.937007355917696714e+02	3.681568754156401155e+02	1.183386160576171164e+02
1.019654121811787039e+07	-1.556419613747358710e+02	5.145791929669236708e+01	2.016017230596006868e+02	7.480369346622655939e+03	-1.893696379142319870e+02	2.324375086545700242e+00	7.482766321647040058e+03	2.359731449014117161e-10	7.937024335815932545e+02	3.681762686264440276e+02	1.183386276633788299e+02
