variables=Time[day],Longitude[deg],Latitude[deg],Altitude[km],Vel_long[m/s],Vel_lat[m/s],Vel_alt[m/s],Vel_mag[m/s],Density[kg/m3],Temperature[K],Kn,Time[sec]
1.183479999999999990e+02	-1.267642752863999931e+02	4.759216768160000299e+01	2.110925432921000038e+02	6.844228756950000388e+03	3.091379662982999889e+03	2.121752806246000045e+00	7.510000000000000000e+03	1.756095205519000058e-10	8.015647803045000046e+02	4.918199907352999958e+02	1.019734778614301048e+07
1.183480116057628351e+02	-1.267642752863999931e+02	4.759216768160000299e+01	2.110925432921000038e+02	6.848053646778000257e+03	3.082857151215000158e+03	2.183708821989999826e+00	7.509983470856000167e+03	1.755451288466000047e-10	8.015732848692999823e+02	4.919998728119999782e+02	1.019734878614301048e+07
1.183480232115256854e+02	-1.266761386419999980e+02	4.761904307948999815e+01	2.111046926660000054e+02	6.851873257711000406e+03	3.074317924538000170e+03	2.245666080538000209e+00	7.509966902981999738e+03	1.754805596787999888e-10	8.015818128726000396e+02	4.921802506405999793e+02	1.019734978614301048e+07
1.183480348172885215e+02	-1.265879078072999988e+02	4.764584403719000250e+01	2.111168755278000049e+02	6.855687533839999560e+03	3.065761988214000212e+03	2.307624475379999929e+00	7.509950296451000213e+03	1.754158133146999917e-10	8.015903642792000028e+02	4.923611234777999925e+02	1.019735078614301048e+07
1.183480464230513576e+02	-1.264995828609999933e+02	4.767257041037999699e+01	2.111290918228999942e+02	6.859496419136000441e+03	3.057189347813000040e+03	2.369583899968000118e+00	7.509933651334999922e+03	1.753508900439000041e-10	8.015989390508000270e+02	4.925424905145000025e+02	1.019735178614301048e+07
1.183480580288141937e+02	-1.264111638833999933e+02	4.769922205478000166e+01	2.111413414966000062e+02	6.863299857447999784e+03	3.048600009210999815e+03	2.431544247714000129e+00	7.509916967703999944e+03	1.752857901555999975e-10	8.016075371493000148e+02	4.927243509425999832e+02	1.019735278614301048e+07
1.183480696345770440e+02	-1.263226509563999969e+02	4.772579882616999924e+01	2.111536244943999918e+02	6.867097792507999657e+03	3.039993978598000012e+03	2.493505412006999933e+00	7.509900245632999940e+03	1.752205139389000097e-10	8.016161585364000075e+02	4.929067039546999922e+02	1.019735378614301048e+07
1.183480812403398801e+02	-1.262340441634000001e+02	4.775230058038000180e+01	2.111659407616999999e+02	6.870890167931000178e+03	3.031371262476000084e+03	2.555467286189999854e+00	7.509883485190999636e+03	1.751550616825000071e-10	8.016248031740000215e+02	4.930895487442999752e+02	1.019735478614301048e+07
1.183480928461027162e+02	-1.261453435896000030e+02	4.777872717329000096e+01	2.111782902440999976e+02	6.874676927213999988e+03	3.022731867658999818e+03	2.617429763577999946e+00	7.509866686450999623e+03	1.750894336746999887e-10	8.016334710241000039e+02	4.932728845057000058e+02	1.019735578614301048e+07
1.183481044518655523e+02	-1.260565493216000021e+02	4.780507846084999812e+01	2.111906728870000052e+02	6.878458013741000286e+03	3.014075801279000189e+03	2.679392737445999817e+00	7.509849849485000050e+03	1.750236302036999938e-10	8.016421620485999711e+02	4.934567104340000014e+02	1.019735678614301048e+07
1.183481160576284026e+02	-1.259676614477999976e+02	4.783135429907000002e+01	2.112030886363000093e+02	6.882233370783000282e+03	3.005403070784000192e+03	2.741356101041999782e+00	7.509832974363000176e+03	1.749576515572999908e-10	8.016508762094000531e+02	4.936410257255000147e+02	1.019735778614301048e+07
1.183481276633912387e+02	-1.258786800583000058e+02	4.785755454401999742e+01	2.112155374374999894e+02	6.886002941497999927e+03	2.996713683939000020e+03	2.803319747574000154e+00	7.509816061157999684e+03	1.748914980229000059e-10	8.016596134686999449e+02	4.938258295768999915e+02	1.019735878614301048e+07
1.183481392691540748e+02	-1.257896052444999953e+02	4.788367905185000239e+01	2.112280192364000015e+02	6.889766668932000357e+03	2.988007648834000065e+03	2.865283570223000176e+00	7.509799109941000097e+03	1.748251698878000027e-10	8.016683737884000038e+02	4.940111211861000129e+02	1.019735978614301048e+07
1.183481508749169109e+02	-1.257004370996999967e+02	4.790972767875999949e+01	2.112405339789000038e+02	6.893524496025000190e+03	2.979284973875000105e+03	2.927247462129999978e+00	7.509782120783000209e+03	1.747586674385999946e-10	8.016771571307000386e+02	4.941968997517000162e+02	1.019736078614301048e+07
1.183481624806797612e+02	-1.256111757190000020e+02	4.793570028105000347e+01	2.112530816107999954e+02	6.897276365605000137e+03	2.970545667796000089e+03	2.989211316408999952e+00	7.509765093754999725e+03	1.746919909620999920e-10	8.016859634577999714e+02	4.943831644732999848e+02	1.019736178614301048e+07
1.183481740864425973e+02	-1.255218211986999961e+02	4.796159671507000155e+01	2.112656620779999912e+02	6.901022220396999728e+03	2.961789739654000186e+03	3.051175026139000046e+00	7.509748028928999702e+03	1.746251407444000035e-10	8.016947927318999518e+02	4.945699145512999735e+02	1.019736278614301048e+07
1.183481856922054334e+02	-1.254323736372000013e+02	4.798741683726999696e+01	2.112782753266999975e+02	6.904762003017999632e+03	2.953017198830999860e+03	3.113138484365999936e+00	7.509730926375000308e+03	1.745581170713999893e-10	8.017036449150999715e+02	4.947571491868999942e+02	1.019736378614301048e+07
1.183481972979682695e+02	-1.253428331342000064e+02	4.801316050417000270e+01	2.112909213027000135e+02	6.908495655984000223e+03	2.944228055040000072e+03	3.175101584105000097e+00	7.509713786164000339e+03	1.744909202287999905e-10	8.017125199698000415e+02	4.949448675822999917e+02	1.019736478614301048e+07
