Title=Error evaluation 
variables=Velocity[m/s],Vel_long[m/s],Vel_lat[m/s],Vel_alt[m/s],Density_fact[-],LengthError[m]
zone i=1 j=5 f=point
7470.0, 6807.774808843553, 3074.9142586530893, 2.110451859208588, 1.0, 52.45899949174742
7480.0, 6816.888295870117, 3079.030609735624, 2.113277095967904, 1.0, 24.684481638638907
7490.0, 6826.001782896681, 3083.146960818158, 2.116102332727219, 1.0, 1.0524492562274597
7500.0, 6835.115269923245, 3087.2633119006923, 2.1189275694865346, 1.0, 24.881578641100198
7510.0, 6844.22875694981, 3091.3796629832264, 2.12175280624585, 1.0, 49.28383229521897
