Variables=t10181685s,t10181938s,t10182191s,t10182444s,t10182697s,t10182950s,t10183203s,t10183456s,t10183709s,t10183962s,t10184216s,t10184469s,t10184722s,t10184975s,t10185228s,t10185481s,t10185734s,t10185987s,t10186240s,t10186493s,t10186747s,t10181685s_Velocity,t10181938s_Velocity,t10182191s_Velocity,t10182444s_Velocity,t10182697s_Velocity,t10182950s_Velocity,t10183203s_Velocity,t10183456s_Velocity,t10183709s_Velocity,t10183962s_Velocity,t10184216s_Velocity,t10184469s_Velocity,t10184722s_Velocity,t10184975s_Velocity,t10185228s_Velocity,t10185481s_Velocity,t10185734s_Velocity,t10185987s_Velocity,t10186240s_Velocity,t10186493s_Velocity,t10186747s_Velocity, ID, Error,Residual_mean
zone t="Time0 sec"
i=80 f=point
24.717693429095466, 184.7006205858137, 931.9547722387662, 457.7824151867503, 876.0760919871452, 792.0056332989877, 963.6836818175791, 927.4867578300222, 814.1748441256956, 571.7652578822618, 689.3492816069017, 372.4797650422228, 691.7465192830215, 784.8467381407473, 957.0690108959847, 315.67051987184294, 45.881153319326074, 941.7418080869204, 84.72874778229055, 880.8341542992083, 324.3906290390545, 0.7031422977522792, -0.5696054259718968, 0.9829826799114627, 0.46129774602565554, -0.8342393424111283, 0.8047270740825403, -0.3836711061085758, -0.043747222757682946, -0.8122363563135795, 0.06552475975751615, 0.1383531068584154, -0.17775392937167056, 0.9415967556099945, 0.27546988131511374, -0.2142765760690466, -0.49317389349688034, 0.7312082660893979, -0.00544399890372671, 0.863593537280309, 0.18050114719905874, 0.040660499436160125, 19, 45.857899150947105 ,0.9780954594883713
33.08325783969168, 725.1276814714571, 966.779636987547, 256.7510172333938, 128.9811020163477, 627.3329439498256, 344.60010358333125, 967.0655116194655, 919.7101789153254, 432.15830581792835, 768.2802683533309, 955.2947568388736, 632.5349017078526, 479.64548987094656, 112.01921061662567, 231.71864301165246, 764.1157732415153, 977.4914678293594, 263.60586202871536, 428.0680532350388, 660.5543437302775, 0.2961070162146813, -0.6268969865959759, -0.8883893039271114, -0.6956732676865303, -0.12044788421690411, 0.5955382860508522, 0.766265837748225, 0.090638649979643, 0.735704806769339, -0.9036037694144237, -0.07799759872512868, 0.6423470734994459, -0.5595579244551798, -0.39578959232950783, -0.8134230325200917, -0.38611932402866267, 0.6637001946035821, -0.767218002431713, 0.2801189300701947, -0.6175734549685192, -0.8565572086044375, 20, 44.42897674946072 ,0.9780954594883713
261.01471107644204, 811.2591339511699, 215.7051582359729, 280.9294817762041, 564.4575115301418, 139.55523100956125, 100.24318504976404, 117.63588971858152, 162.99708693344317, 948.1250294003929, 148.93038903830836, 310.344805771406, 251.18545813993322, 522.5783242920517, 474.3381343979233, 587.5228134579966, 431.3048550645803, 436.37816889462766, 615.985435192134, 465.3648082896027, 241.07654878513262, 0.2996007486580923, -0.2485714794593301, -0.8038512112418057, -0.1159666194132416, 0.7283972954002105, 0.3466093065595608, -0.01532339721417153, -0.2015980543498732, 0.8340089799304242, 0.6595042364383834, -0.7204188270520984, -0.5681584162042019, -0.8732676352023143, -0.6985600508728396, 0.9760240168152643, -0.17056254795598558, 0.05773593983858816, 0.8148156868252387, 0.4207430900436029, 0.6786421309496711, 0.8936583133457914, 21, 50.73782444318981 ,0.9780954594883713
377.59288895134904, 449.21270035486026, 425.52788694255673, 466.68741690120277, 829.4818133842493, 609.4441359010666, 170.06566493902076, 86.90564016579272, 176.415933281024, 571.9518506085919, 646.2822751314666, 230.58000219687182, 354.23209328735504, 755.0324193820675, 249.87886963802487, 195.49724549118054, 98.79712837794796, 717.7978013714869, 723.9295565962996, 73.73390938693014, 0.21975525892770076, -0.805907830401422, -0.5041167133342852, 0.4837769139042345, -0.25204928028200824, 0.9443369995084518, 0.535578399696341, -0.8693923973247226, -0.9675417176317267, -0.21538876657097372, -0.09045490882920015, 0.5250014834616099, 0.5980764233202376, 0.9674622009567213, -0.9307740946579348, 0.574905134449893, -0.19040324655141672, -0.26214491002779017, 0.5132409314386039, 0.536590263082636, 0.6578194582648622, 0.4312591480685588, 22, 41.37029559799409 ,0.9780954594883713
441.6632879351796, 148.5019881358405, 83.12178881576715, 759.579066798434, 125.12321416073047, 424.6098056943173, 551.2631990274186, 287.4486202265406, 161.43887542577662, 526.5912269958866, 276.0684235734577, 509.85102379889224, 423.73084083085354, 773.4455683954503, 611.7847082324007, 876.2653751926017, 565.9900552545782, 943.7244191915185, 463.4062694373866, 268.8504719047178, 995.6926163731883, -0.3564825257236548, -0.041697434015212975, -0.7971568997092355, -0.18297457855890742, -0.8870968477539325, -0.09470649007404552, -0.0740161509432764, 0.39221308453568504, 0.981645849684827, 0.4137772870370371, 0.5861919522642889, 0.13589253986519179, 0.7855214504623012, 0.7952121201176756, -0.5035902774132863, -0.9336803576065338, 0.4699137918889902, 0.7466231989372949, -0.6290676786785183, -0.10829608062487983, -0.937428274068286, 23, 55.058063335332015 ,0.9780954594883713
602.7227026671112, 499.7389010950294, 544.3501356485568, 832.3463865728118, 169.0536164808164, 412.08462064106345, 80.57581197995079, 149.18386461957778, 319.8355474015123, 42.5423102448228, 350.96019590360385, 704.7651406517468, 270.0220283089687, 672.9592182548596, 154.93815524411747, 305.27164358058553, 162.30376526962908, 837.3163317476052, 348.01351229097133, 723.8069650776151, 935.2382154895098, 0.044217007416225584, -0.9802230673386907, -0.5330934282848967, -0.7816143690237054, 0.5603014116150753, 0.999946744784662, 0.3248257961831478, -0.8866045936013169, -0.6404841589474206, 0.8879261116824573, 0.1318010153379532, 0.45640229831882695, -0.52894012992529, 0.8635480541405576, 0.2596922019802701, -0.05244505026777602, 0.8096240415455249, -0.920399986188343, -0.4906772565680364, 0.16174056927949465, 0.7261423157054494, 24, 51.04146809303418 ,0.9780954594883713
530.35755888681, 651.0179992788459, 156.99954877912504, 366.23353122485634, 925.0950476006155, 131.00248285490457, 944.3892794161051, 280.45954357743665, 188.0017125112199, 710.9014876982906, 627.3465406279894, 214.42943543952165, 192.07210843146493, 170.95706805727295, 82.54078181778091, 130.60966137637297, 453.5576556570724, 917.8791489288069, 799.6649577094083, 432.8200468388095, 39.09605336136579, -0.3183339849160922, -0.7601368739869216, 0.4451034946897712, 0.3027715573215872, 0.8271148971441904, -0.5944377927708884, -0.7873210836064488, -0.4357746402779825, 0.1579337415890829, 0.4389780025994676, -0.15160628629876638, 0.5736234366748771, 0.4008624164303696, -0.8350032279999988, 0.5382340391713696, 0.22014481738396752, 0.7733440447570656, 0.02867461227478163, 0.3439297104663994, 0.4967335454597468, 0.10676969242401158, 25, 43.94411585705035 ,0.9780954594883713
839.872483403597, 159.70131151186317, 254.7144161807463, 950.0204895882429, 129.29770257852036, 860.3925982753078, 979.7323454956224, 579.855613647604, 170.32455873413664, 128.81314516656872, 693.2957414791447, 783.8073141375049, 849.2470345346153, 467.14288423766516, 195.6910897909887, 492.88190082204176, 833.9201507290878, 358.96065177022416, 658.9550395272942, 382.89927303563684, 804.0655113697314, 0.07890286531661972, 0.23279267921785074, -0.5506361599048131, 0.42565813834390465, -0.6928126936156149, 0.35141110989266844, 0.32960706142511076, -0.13072571294850754, 0.24372218451645788, -0.5912736247962682, 0.14129667282237235, 0.7915128802520763, 0.05432850180451032, 0.09704519408070178, 0.7008511178038894, 0.6970912397071052, 0.89635393807487, -0.44351428577238194, -0.37143315304808544, -0.09754029061426217, 0.7557148825634932, 26, 48.04087948192874 ,0.9780954594883713
854.1617210903457, 870.6761319021729, 86.62394713876765, 134.95802457584537, 678.7165795878013, 688.5593354303121, 322.69831135787973, 230.32203750750725, 803.0145285299071, 664.0782112982456, 419.7413807273852, 128.09360949880278, 997.1676519286586, 42.78587326459804, 315.0706847918886, 323.4811492055238, 282.98043535818795, 859.6374145326016, 550.5905717447561, 200.48134737641044, 425.5857233269701, -0.014646407026094543, 0.5207178732070203, 0.2892692318075043, 0.6827897241178309, 0.5018408056120629, -0.386719383988515, -0.8674955723999083, -0.21547818335056657, -0.0036156783317202734, 0.9613425182257418, -0.9037911106889931, -0.07014516829981243, 0.5851564220832397, 0.8936963812380829, 0.12524406587798276, 0.668418885505824, 0.07718370445829925, -0.6835166037753158, 0.9241622031832433, 0.35837332846620673, -0.9378372723769299, 27, 42.79266205268241 ,0.9780954594883713
201.4126140722411, 886.9761699579441, 530.0650482641812, 482.4949441593488, 390.2732479450236, 259.9594548638287, 809.1740475437792, 577.8335777338137, 860.5578659875459, 573.3549496697624, 952.9094106955768, 13.496794122107136, 552.2572228894091, 623.6720373452234, 996.019406707181, 791.5981546083074, 600.5185643711449, 292.4054856558106, 99.84758138141592, 656.3718694993628, 717.5813005250903, 0.1457616047839383, -0.5728637671874937, 0.2714662972241346, 0.46938882665858506, 0.11457527025775271, 0.8262898078216623, 0.9211664369054007, 0.02297333889779951, -0.030091606287395045, -0.4204930807777092, 0.3973303809959112, 0.1349562975823868, -0.360217355101923, -0.806537063224094, 0.7927540758791041, -0.8008440678391711, 0.0387767403642314, -0.2531984905409901, 0.8469172936661025, -0.18631643081712412, 0.7607357166356921, 28, 47.66762942444498 ,0.9780954594883713
530.3923418208037, 88.0287822060416, 534.7566617759902, 718.7222768529497, 757.836783516084, 298.38451826295864, 539.0130185977829, 909.7028525888254, 569.9560673300379, 461.9189255302265, 669.0608843009962, 550.0397096604045, 409.44811976549124, 290.50138934423484, 73.885828376284, 210.20548962564177, 32.2833217497398, 216.22610616733328, 377.59341092406663, 173.7114234113003, 660.0800793013058, 0.16782520767157005, -0.1961354021646451, 0.07846584527762612, -0.8275544083177737, 0.5569536348655848, -0.46087259452219875, -0.7249997792819736, 0.5049669355459698, -0.5976367174499062, 0.08170374110936507, -0.842457613235422, 0.6472322661439065, -0.3755908562944019, -0.7796449153479179, 0.6406791721986154, -0.1712197209244124, 0.7336514228594266, -0.6236688260577392, -0.9744180580826654, 0.06084342738967474, -0.014390056467896706, 29, 24.48754840225456 ,0.9780954594883713
874.3804604513263, 628.1347261133706, 597.3539513955897, 810.3313508599533, 79.46597916130094, 804.6606238097321, 240.6451644292542, 369.94309988658745, 756.2483050284504, 311.05953395025574, 710.198802122197, 997.0103486574802, 4.963191725157801, 982.3177648200761, 257.79111250547595, 275.5430262575836, 85.06702471776994, 243.11418892342328, 979.7889879214796, 592.6722631331401, 677.6732687539578, -0.008010275417550394, 0.7065334768626845, 0.0870915867278117, 0.40677528994940393, -0.9984306020300062, 0.4762039041269923, 0.041429725754404734, -0.4131240774868308, 0.5897491527807406, 0.1592150131378849, 0.04644499737082919, 0.8733543551663643, 0.3458329391128663, 0.6407262137619609, -0.6323509693665825, -0.4071123650931372, -0.41122138125020236, 0.7104345101112315, 0.9882485088603561, 0.7748215333664841, 0.34330132508152245, 30, 45.00847838666463 ,0.9780954594883713
