Variables = Step, GID, GSolution, GParameter_1, GParameter_2, GParameter_3, GParameter_4, GParameter_5, GParameter_6, GParameter_7, GParameter_8, GParameter_9, GParameter_10, GParameter_11, GParameter_12, GParameter_13, GParameter_14, GParameter_15, GParameter_16, GParameter_17, GParameter_18, GParameter_19, GParameter_20, GParameter_21, 
0, 28, 24.48754840225456, 530.3923418208037, 88.0287822060416, 534.7566617759902, 718.7222768529497, 757.836783516084, 298.38451826295864, 539.0130185977829, 909.7028525888254, 569.9560673300379, 461.9189255302265, 669.0608843009962, 550.0397096604045, 409.44811976549124, 290.50138934423484, 73.885828376284, 210.20548962564177, 32.2833217497398, 216.22610616733328, 377.59341092406663, 173.7114234113003, 660.0800793013058, 
1, 153, 19.946532127171306, 305.87531281687336, 702.707546779069, 507.4669202643337, 668.8348271013604, 784.244859081082, 354.4989412656694, 578.6142762314281, 535.5973871478081, 710.7116201352659, 541.2286680438058, 470.7303704014458, 744.221689296265, 379.62098658142406, 211.78432555215215, 100.54543447775919, 248.87910526935536, 46.02644830034011, 221.17904906312506, 304.2545081997197, 174.38048219741194, 450.4484703565749, 
2, 176, 15.077816904114268, 480.47209181184496, 657.1473249938342, 455.69640542524496, 597.9952050809044, 1173.5396690718976, 410.8231661311625, 665.4603120094862, 713.8003579148447, 779.6836908050368, 658.5864867536105, 469.41758275112295, 712.1854939507479, 404.2719948138269, 147.66457826801016, 92.80390473672213, 52.900537589839416, 39.73152212333464, 249.05488189117594, 138.37177158848067, 32.38062535549341, 297.6995763655319, 
3, 313, 15.452496142920557, 375.1859182329378, 611.9126976175598, 489.8165038368416, 669.0936893650576, 1201.684193753687, 524.2403998266201, 741.098694257652, 796.689515965167, 612.2226406474573, 747.3945329536361, 657.2156140496501, 697.1940499324245, 372.9615678517845, 91.18275240666154, 150.5108309457243, -21.777831638610195, 34.96905324501384, 229.0331673388073, 50.127660801133786, -0.14833189965747806, 386.05783947197597, 
4, 370, 14.58812042856476, 456.41084543895056, 602.1199428246695, 437.40545634338275, 648.3444277082092, 1238.6025461519132, 437.90363900314213, 415.5798020273897, 762.6612427815162, 744.5543208061359, 737.695380003632, 723.1689606065795, 509.6738717507698, 388.74309270465835, 109.46461603127129, 137.92158583920332, 36.493785073126645, 32.766659651647835, 165.7792881073186, 165.5657290098231, -21.101865433207102, 218.44206564257453, 
5, 426, 13.028106572888635, 163.22690640811527, 640.7630487456886, 405.6504446273511, 560.4680556843532, 1037.9236707299133, 320.5195757071434, 724.0867766753447, 706.4549618303904, 621.9723184127478, 578.4586807663136, 655.1269938160007, 592.8895948742535, 307.67164978071537, 48.0099284102246, 100.57061061597491, 118.91245196459244, 3.9882488400426936, 176.90891097543442, -9.892949545629975, -29.300876054439733, 222.93251980465777, 
6, 496, 12.661982867852931, 220.8106333385839, 664.7808492571344, 512.10578801996, 482.17549417525913, 976.255401805626, 219.72464749360373, 646.2531374660082, 644.6282947360711, 765.5057257947088, 741.9903861768473, 777.5221738765237, 701.8073837588506, 382.8070035244919, 125.6302016909642, 155.49375578701125, 159.23842530201568, 4.083416677920738, 164.7361009421565, 27.943845089320774, 10.608267136576842, 210.41701455682926, 
7, 597, 10.223856823570967, 277.8692018329423, 748.7328531856997, 518.1479423850623, 579.5026483276231, 726.7979650803687, 645.0074362599321, 686.8682785630883, 680.2418933955033, 674.6050570399103, 765.8083133370885, 683.7028124265807, 866.6197496034986, 388.4698288849572, 131.47349025986838, 142.40975062888208, 116.73460446222357, 6.187857967084426, 151.56678266692532, 43.11568970424112, 81.58696402988294, 201.30476957988083, 
8, 646, 9.697720899104466, 192.2668026180618, 721.9395019247154, 515.7099155047295, 448.3203816889833, 600.6183372523759, 528.904275434239, 704.6423604646385, 687.5620417442362, 739.642606127918, 748.5167593843778, 620.16099776199, 713.5402536684223, 444.94498035776144, 98.35113466315009, 124.16666019985719, 145.78739571954077, 1.293049669071384, 115.42884332156969, -65.50736292163215, 91.73688193773634, 112.29193246884147, 
9, 736, 8.322813817300819, 187.60271701105899, 698.9227402138904, 539.6069676543448, 509.2503309453925, 804.5732194431138, 575.2227709075108, 693.6566690420765, 690.1215713067628, 734.1606765899402, 764.7419010555826, 627.522070747609, 642.960407087937, 386.00353786431856, 108.25626595267597, 147.5782026016004, 177.948066666797, -1.7216493533245583, 116.39123384501158, 10.764284767519637, 49.73396447178011, 138.97057352079287, 
10, 800, 7.8135178763745445, 159.20377353909694, 593.6503358745471, 486.8731657118448, 444.2836377721096, 807.0272728202192, 756.0001990404795, 702.5017691792531, 714.676498003515, 721.4147269308617, 579.9229696240673, 629.344285052021, 604.2186660519886, 409.9889300413414, 77.5089652671411, 154.9325689974741, 147.75541032404226, 19.011118669854774, 105.94485145497676, 30.769337323418647, 53.957061191432565, 89.4311877839638, 
11, 881, 7.5957216236934, 256.2112990746448, 561.4492759976134, 547.2231713459007, 405.98436334596056, 785.2221361629087, 664.9593219209034, 703.1811836843801, 715.7617145583276, 723.302566024066, 502.84831256558226, 621.4749567325252, 558.132490702178, 460.61480866731193, 80.58555413720123, 114.48170715400077, 162.39512338122344, 9.80700911304862, 107.33091738572182, 53.12808111844935, 23.75498633349919, 105.39344763052088, 
12, 1033, 6.407773693000821, 256.1243207133473, 503.25640810594024, 525.7101058675636, 463.0131630784114, 722.0387916362172, 682.4442908214037, 687.1705105392158, 672.3283923592785, 712.0878488456864, 692.2277966473134, 610.2898036884629, 595.4893065954192, 464.60099016845277, 82.891277571788, 130.97201547312608, 126.90742245664306, 11.380911744649872, 84.13366307111188, -17.5491169773467, 24.482842870053382, 103.03180710802833, 
13, 1114, 5.448184870417399, 207.1151963808524, 510.11600573989085, 530.6205153989326, 460.43287895596984, 726.1144248050277, 715.7996373852061, 693.5042166685009, 659.170855612678, 706.8619076818951, 635.3653009870461, 561.1868242223043, 577.1073650249593, 451.38015466600467, 88.85800563685271, 144.78850971068385, 119.81617437989803, 30.02019623265978, 81.86553912579353, 49.915431791487684, 19.319607931823256, 58.32404796208968, 
14, 1127, 4.774577551468516, 225.03601904679698, 485.903758387229, 585.2849773071395, 493.2143260593693, 610.3799335416184, 674.5230478042863, 690.3996502926796, 624.577641423051, 693.6840266683091, 728.2623166921805, 576.3066188729888, 588.2379975042215, 496.8558962819764, 81.58344122652002, 149.48663070269052, 93.90439710854773, 23.06022583517432, 80.61749704275216, 41.0515563568386, 18.77028468061618, 78.90740632890264, 
