Title=Heatflux
Variables = Time[s], Altitude[km], Heatflux[W/m2]
Zone T="Case"
  1.0181685000000000E+07  2.0000000000000000E+02  2.4615274947057588E+02
  1.0181938100000000E+07  2.0000000000000000E+02  3.8458273920075749E+02
  1.0182191199999999E+07  2.0000000000000000E+02  4.7643185755219469E+02
  1.0182444300000001E+07  2.0000000000000000E+02  4.9529093191003005E+02
  1.0182697400000000E+07  2.0000000000000000E+02  5.2653548906244191E+02
  1.0182950500000000E+07  2.0000000000000000E+02  5.5590146117500979E+02
  1.0183203600000000E+07  2.0000000000000000E+02  5.8540175177715184E+02
  1.0183456699999999E+07  2.0000000000000000E+02  5.9359720482229989E+02
  1.0183709800000001E+07  2.0000000000000000E+02  6.2672412355015604E+02
  1.0183962900000000E+07  2.0000000000000000E+02  6.2022425416928706E+02
  1.0184216000000000E+07  2.0000000000000000E+02  5.7038180339549388E+02
  1.0184469100000000E+07  2.0000000000000000E+02  5.3477102985781437E+02
  1.0184722199999999E+07  2.0000000000000000E+02  4.5705794773005863E+02
  1.0184975300000001E+07  2.0000000000000000E+02  1.7839707100603201E+02
  1.0185228400000000E+07  2.0000000000000000E+02  1.5713906838837059E+02
  1.0185481500000000E+07  2.0000000000000000E+02  1.1403069717353220E+02
  1.0185734600000000E+07  2.0000000000000000E+02  1.0159869677154315E+02
  1.0185987699999999E+07  2.0000000000000000E+02  7.2216815094188945E+01
  1.0186240800000001E+07  2.0000000000000000E+02  7.6798024036113006E+01
  1.0186493900000000E+07  2.0000000000000000E+02  6.1677915074348135E+01
  1.0186747000000000E+07  2.0000000000000000E+02  6.3102973130915913E+01
