Title = Temp_Hist
Variables = Time[s],T[K],Alt.[km],Dens[kg/m3],Tback[K],Tatm[K],Htcoef,Re,Solar[W/m2],Heatflux[W/m2]
  1.0181695000000000E+07  2.6093489010006311E+02  2.2196312777777777E+02  1.2704011444444446E-10  2.0000000000000000E+02  8.0808156388888892E+02  0.0000000000000000E+00  9.9091289266666688E-02  0.0000000000000000E+00  3.1006444845934186E+02
  1.0181705000000000E+07  2.6146918900852324E+02  2.2203553888888888E+02  1.2677206000000002E-10  2.0000000000000000E+02  8.0811776944444443E+02  0.0000000000000000E+00  9.8882206800000011E-02  0.0000000000000000E+00  3.1666326880906365E+02
  1.0181715000000000E+07  2.6221265077860227E+02  2.2210794999999999E+02  1.2651138000000003E-10  2.0000000000000000E+02  8.0815397500000006E+02  0.0000000000000000E+00  9.8678876400000032E-02  0.0000000000000000E+00  3.2326208915878544E+02
  1.0181725000000000E+07  2.6304149828883652E+02  2.2218036111111110E+02  1.2625070000000005E-10  2.0000000000000000E+02  8.0819018055555557E+02  0.0000000000000000E+00  9.8475546000000025E-02  0.0000000000000000E+00  3.2986090950850723E+02
  1.0181735000000000E+07  2.6390198393817462E+02  2.2225277222222221E+02  1.2599002000000006E-10  2.0000000000000000E+02  8.0822638611111108E+02  0.0000000000000000E+00  9.8272215600000032E-02  0.0000000000000000E+00  3.3645972985822903E+02
  1.0181745000000000E+07  2.6477094477185909E+02  2.2232518333333331E+02  1.2572934000000005E-10  2.0000000000000000E+02  8.0826259166666671E+02  0.0000000000000000E+00  9.8068885200000039E-02  0.0000000000000000E+00  3.4305855020795082E+02
  1.0181755000000000E+07  2.6563851978348742E+02  2.2239759444444442E+02  1.2546866000000006E-10  2.0000000000000000E+02  8.0829879722222222E+02  0.0000000000000000E+00  9.7865554800000032E-02  0.0000000000000000E+00  3.4965737055767261E+02
  1.0181765000000000E+07  2.6650060051301875E+02  2.2245949999999999E+02  1.2524580000000001E-10  2.0000000000000000E+02  8.0832974999999999E+02  0.0000000000000000E+00  9.7691724000000008E-02  0.0000000000000000E+00  3.5625619090739440E+02
  1.0181775000000000E+07  2.6735554959904272E+02  2.2251089999999999E+02  1.2506076000000000E-10  2.0000000000000000E+02  8.0835545000000002E+02  0.0000000000000000E+00  9.7547392800000007E-02  0.0000000000000000E+00  3.6285501125711619E+02
  1.0181785000000000E+07  2.6820278264589234E+02  2.2256229999999999E+02  1.2487572000000000E-10  2.0000000000000000E+02  8.0838115000000005E+02  0.0000000000000000E+00  9.7403061599999993E-02  0.0000000000000000E+00  3.6945383160683798E+02
  1.0181795000000000E+07  2.6904215910844556E+02  2.2261369999999999E+02  1.2469068000000002E-10  2.0000000000000000E+02  8.0840685000000008E+02  0.0000000000000000E+00  9.7258730400000007E-02  0.0000000000000000E+00  3.7605265195655971E+02
  1.0181805000000000E+07  2.6987372234636024E+02  2.2265848333333332E+02  1.2452946000000003E-10  2.0000000000000000E+02  8.0842924166666671E+02  0.0000000000000000E+00  9.7132978800000006E-02  0.0000000000000000E+00  3.8265147230628151E+02
  1.0181815000000000E+07  2.7069758945584499E+02  2.2269664999999998E+02  1.2439206000000007E-10  2.0000000000000000E+02  8.0844832500000007E+02  0.0000000000000000E+00  9.7025806800000058E-02  0.0000000000000000E+00  3.8925029265600330E+02
  1.0181825000000000E+07  2.7151390495103044E+02  2.2273481666666666E+02  1.2425466000000001E-10  2.0000000000000000E+02  8.0846740833333331E+02  0.0000000000000000E+00  9.6918634799999986E-02  0.0000000000000000E+00  3.9584911300572509E+02
  1.0181835000000000E+07  2.7232282149338624E+02  2.2276889999999997E+02  1.2413196000000009E-10  2.0000000000000000E+02  8.0848445000000004E+02  0.0000000000000000E+00  9.6822928800000055E-02  0.0000000000000000E+00  4.0244793335544688E+02
  1.0181845000000000E+07  2.7312449200514038E+02  2.2279847999999998E+02  1.2402547200000003E-10  2.0000000000000000E+02  8.0849923999999999E+02  0.0000000000000000E+00  9.6739868160000020E-02  0.0000000000000000E+00  4.0904675370516867E+02
  1.0181855000000000E+07  2.7391906654064263E+02  2.2282764000000000E+02  1.2392049599999997E-10  2.0000000000000000E+02  8.0851382000000001E+02  0.0000000000000000E+00  9.6657986879999963E-02  0.0000000000000000E+00  4.1564557405489046E+02
  1.0181865000000000E+07  2.7470669113008478E+02  2.2285679999999999E+02  1.2381552000000002E-10  2.0000000000000000E+02  8.0852840000000003E+02  0.0000000000000000E+00  9.6576105600000003E-02  0.0000000000000000E+00  4.2224439440461225E+02
  1.0181875000000000E+07  2.7548750743184138E+02  2.2288595999999998E+02  1.2371054400000003E-10  2.0000000000000000E+02  8.0854298000000006E+02  0.0000000000000000E+00  9.6494224320000016E-02  0.0000000000000000E+00  4.2884321475433404E+02
  1.0181885000000000E+07  2.7626165271042709E+02  2.2291512000000000E+02  1.2360556799999997E-10  2.0000000000000000E+02  8.0855755999999997E+02  0.0000000000000000E+00  9.6412343039999973E-02  0.0000000000000000E+00  4.3544203510405583E+02
  1.0181895000000000E+07  2.7702925994103975E+02  2.2294239999999999E+02  1.2350736000000000E-10  2.0000000000000000E+02  8.0857119999999998E+02  0.0000000000000000E+00  9.6335740800000000E-02  0.0000000000000000E+00  4.4204085545377762E+02
  1.0181905000000000E+07  2.7779045795939805E+02  2.2295987777777776E+02  1.2344444000000005E-10  2.0000000000000000E+02  8.0857993888888893E+02  0.0000000000000000E+00  9.6286663200000039E-02  0.0000000000000000E+00  4.4863967580349936E+02
  1.0181915000000000E+07  2.7854537162409093E+02  2.2296943333333331E+02  1.2341004000000004E-10  2.0000000000000000E+02  8.0858471666666674E+02  0.0000000000000000E+00  9.6259831200000021E-02  0.0000000000000000E+00  4.5523849615322115E+02
