Title=Heatflux
Variables = Time[s], Altitude[km], Heatflux[W/m2]
Zone T="Case"
  1.0181685000000000E+07  2.0000000000000000E+02  3.6882065087718775E+02
  1.0181938100000000E+07  2.0000000000000000E+02  4.7558783222813491E+02
  1.0182191199999999E+07  2.0000000000000000E+02  5.4243366773985531E+02
  1.0182444300000001E+07  2.0000000000000000E+02  4.8794992805486254E+02
  1.0182697400000000E+07  2.0000000000000000E+02  5.2511693874015134E+02
  1.0182950500000000E+07  2.0000000000000000E+02  5.8140930571714216E+02
  1.0183203600000000E+07  2.0000000000000000E+02  5.9505431411040900E+02
  1.0183456699999999E+07  2.0000000000000000E+02  5.8304478729737900E+02
  1.0183709800000001E+07  2.0000000000000000E+02  5.8501383327429039E+02
  1.0183962900000000E+07  2.0000000000000000E+02  5.5830999452578033E+02
  1.0184216000000000E+07  2.0000000000000000E+02  5.6258885920066996E+02
  1.0184469100000000E+07  2.0000000000000000E+02  5.4830235291926579E+02
  1.0184722199999999E+07  2.0000000000000000E+02  4.0255222839072786E+02
  1.0184975300000001E+07  2.0000000000000000E+02  8.0219163788448228E+01
  1.0185228400000000E+07  2.0000000000000000E+02  1.3174735515055730E+02
  1.0185481500000000E+07  2.0000000000000000E+02  1.1464072231783000E+02
  1.0185734600000000E+07  2.0000000000000000E+02  1.0618070090533105E+02
  1.0185987699999999E+07  2.0000000000000000E+02  7.7129150238305698E+01
  1.0186240800000001E+07  2.0000000000000000E+02  9.5507673906046364E+01
  1.0186493900000000E+07  2.0000000000000000E+02  9.2882199262761574E+01
  1.0186747000000000E+07  2.0000000000000000E+02  6.4735475070385988E+01
