# Restart data (ECEF, cartesian system)
# Iteration, Elapsed time
# 5001 0.0
-3774449.4274778776 -1618510.9292295324 5123976.416038301 2902.5262680536443 -6896.829077045722 -37.31991365627764
-3771544.766645888 -1625406.8368350496 5123935.489931128 2906.794763009375 -6894.984631443587 -44.53228973183822
-3768635.83921845 -1632300.8954876636 5123887.351482429 2911.0594581916253 -6893.131171574662 -51.744595038353495
-3765722.6489976114 -1639193.0961741153 5123832.000767984 2915.320349052098 -6891.26869945593 -58.95681954807781
-3762805.199789967 -1646083.4298831678 5123769.4378736075 2919.5774310473366 -6889.397217115798 -66.16895323341699
-3759883.4954066514 -1652971.8876056192 5123699.662895135 2923.830699638726 -6887.516726594105 -73.38098606694082
-3756957.5396633353 -1659858.4603343124 5123622.675938433 2928.080150292498 -6885.627229942111 -80.59290802139581
-3754027.336380222 -1666743.1390641474 5123538.477119394 2932.325778479735 -6883.7287292224955 -87.80470906971767
-3751092.8893820397 -1673625.9147920927 5123447.066563937 2936.5675796763744 -6881.821226509359 -95.0163791850439
-3748154.202498039 -1680506.7785171967 5123348.444408009 2940.80554936321 -6879.904723888219 -102.22790834072643
-3745211.279561988 -1687385.7212405985 5123242.610797583 2945.0396830258974 -6877.979223456014 -109.43928651034422
-3742264.1244121655 -1694262.7339655408 5123129.565888658 2949.269976154957 -6876.044727321091 -116.6505036677158
-3739312.740891358 -1701137.8076973795 5123009.30984726 2953.4964242457777 -6874.101237603211 -123.86154978691191
-3736357.132846853 -1708010.9334435964 5122881.842849439 2957.7190227986202 -6872.1487564335475 -131.07241484226807
-3733397.3041304382 -1714882.1022138097 5122747.165081273 2961.9377673186227 -6870.187285954679 -138.28308880839714
-3730433.2585983905 -1721751.3050197866 5122605.276738861 2966.1526533158017 -6868.216828320595 -145.49356166020195
-3727465.0001114756 -1728618.5328754536 5122456.178028331 2970.363676305057 -6866.237385696684 -152.70382337288788
-3724492.5325349425 -1735483.7767969084 5122299.869165836 2974.5708318061747 -6864.248960259743 -159.9138639219755
-3721515.8597385176 -1742347.027802431 5122136.35037755 2978.774115343833 -6862.2515541979665 -167.12367328331302
-3718534.9855963998 -1749208.2769124955 5121965.621899674 2982.973522447601 -6860.245169710947 -174.33324143308909
-3715549.9139872557 -1756067.515149781 5121787.68397843 2987.1690486519487 -6858.2298090096765 -181.54255834784513
-3712560.648794216 -1762924.7335391839 5121602.536870064 2991.360689496246 -6856.205474316541 -188.75161400448815
-3709567.1939048683 -1769779.923107828 5121410.180840848 2995.548440524767 -6854.1721678653175 -195.96039838030313
-3706569.553211255 -1776633.0748850768 5121210.616167072 2999.7322972866955 -6852.129891901176 -203.16890145296586
-3703567.730609866 -1783484.1799025447 5121003.84313505 3003.9122553361262 -6850.078648680675 -210.37711320055524
-3700561.730001634 -1790333.2291941082 5120789.862041119 3008.08831023207 -6848.018440471757 -217.58502360156612
