variables=Time[day],Mean[km],STD[km],Mean-1Sig[km],Mean+1Sig[km]
1.183384999999999820e+02	2.020282030209140771e+02	8.485859425385859633e-02	2.019433444266602180e+02	2.021130616151679362e+02
1.183385618618618338e+02	2.020463841276449557e+02	8.130411540693822936e-02	2.019650800122380190e+02	2.021276882430518924e+02
1.183386237237237140e+02	2.020648970729135385e+02	7.791293754958997231e-02	2.019869841353639401e+02	2.021428100104631369e+02
1.183386855855855657e+02	2.020847642571330880e+02	7.471397243686950240e-02	2.020100502846962058e+02	2.021594782295699702e+02
1.183387474474474317e+02	2.021056454664293938e+02	7.147227582393504697e-02	2.020341731906054576e+02	2.021771177422533299e+02
1.183388093093092976e+02	2.021270682169524662e+02	6.875959566585637672e-02	2.020583086212866135e+02	2.021958278126183188e+02
1.183388711711711494e+02	2.021493831574188107e+02	6.632161853838570986e-02	2.020830615388804290e+02	2.022157047759571924e+02
1.183389330330330154e+02	2.021730523248815530e+02	6.342626491564265501e-02	2.021096260599659047e+02	2.022364785897972013e+02
1.183389948948948813e+02	2.021975455019120886e+02	6.178637487985192550e-02	2.021357591270322303e+02	2.022593318767919470e+02
1.183390567567567473e+02	2.022223590433739560e+02	6.015341153048842787e-02	2.021622056318434772e+02	2.022825124549044347e+02
1.183391186186185990e+02	2.022482231480612995e+02	5.806182980049315323e-02	2.021901613182608060e+02	2.023062849778617931e+02
1.183391804804804650e+02	2.022750815027123394e+02	5.677235943504255200e-02	2.022183091432773097e+02	2.023318538621473692e+02
1.183392423423423310e+02	2.023023067884234933e+02	5.544208206432011538e-02	2.022468647063591618e+02	2.023577488704878249e+02
1.183393042042041827e+02	2.023308204473206047e+02	5.491201434680356708e-02	2.022759084329738073e+02	2.023857324616674020e+02
1.183393660660660629e+02	2.023599680751723326e+02	5.389887240771699256e-02	2.023060692027646041e+02	2.024138669475800612e+02
1.183394279279279147e+02	2.023899560012652614e+02	5.364059344697938436e-02	2.023363154078182902e+02	2.024435965947122327e+02
1.183394897897897664e+02	2.024208736100804344e+02	5.331537488726766777e-02	2.023675582351931723e+02	2.024741889849676966e+02
1.183395516516516466e+02	2.024528206756384066e+02	5.335945272933222822e-02	2.023994612229090819e+02	2.025061801283677312e+02
1.183396135135134983e+02	2.024852015635239013e+02	5.322830123077679221e-02	2.024319732622931269e+02	2.025384298647546757e+02
1.183396753753753785e+02	2.025184305497237460e+02	5.366650058092553577e-02	2.024647640491428149e+02	2.025720970503046772e+02
1.183397372372372303e+02	2.025523332187709116e+02	5.368993666765478623e-02	2.024986432821032452e+02	2.026060231554385780e+02
1.183397990990990820e+02	2.025874405974419119e+02	5.428067970873440284e-02	2.025331599177331725e+02	2.026417212771506513e+02
1.183398609609609622e+02	2.026232529371663418e+02	5.446913813183034553e-02	2.025687837990345201e+02	2.026777220752981634e+02
1.183399228228228139e+02	2.026596222519104913e+02	5.509011551774482818e-02	2.026045321363927485e+02	2.027147123674282341e+02
1.183399846846846657e+02	2.026973004186006619e+02	5.566312848590972140e-02	2.026416372901147440e+02	2.027529635470865799e+02
1.183400465465465459e+02	2.027352374021277228e+02	5.640752917835469699e-02	2.026788298729493647e+02	2.027916449313060809e+02
1.183401084084083976e+02	2.027741828941969970e+02	5.670937904187647871e-02	2.027174735151551204e+02	2.028308922732388737e+02
1.183401702702702494e+02	2.028136130857254784e+02	5.758542953096251055e-02	2.027560276561945045e+02	2.028711985152564523e+02
1.183402321321321295e+02	2.028543935860116108e+02	5.812563419161297790e-02	2.027962679518199991e+02	2.029125192202032224e+02
1.183402939939939813e+02	2.028951537704008388e+02	5.889565585456023322e-02	2.028362581145462684e+02	2.029540494262554091e+02
1.183403558558558331e+02	2.029374758295517722e+02	5.968259246856776751e-02	2.028777932370832104e+02	2.029971584220203340e+02
1.183404177177177132e+02	2.029798546526938026e+02	6.031726358703704688e-02	2.029195373891067788e+02	2.030401719162808263e+02
1.183404795795795650e+02	2.030231041428592107e+02	6.098356076700121170e-02	2.029621205820922114e+02	2.030840877036262100e+02
1.183405414414414167e+02	2.030676210750983728e+02	6.175652745426896129e-02	2.030058645476441086e+02	2.031293776025526370e+02
1.183406033033032969e+02	2.031123359733061307e+02	6.264998980877768686e-02	2.030496859834973407e+02	2.031749859631149207e+02
1.183406651651651487e+02	2.031578838374814495e+02	6.318571039815187862e-02	2.030946981270832907e+02	2.032210695478796083e+02
1.183407270270270004e+02	2.032046087599235307e+02	6.392812654724475130e-02	2.031406806333762916e+02	2.032685368864707698e+02
1.183407888888888806e+02	2.032512953432269569e+02	6.435303220319378570e-02	2.031869423110237562e+02	2.033156483754301576e+02
1.183408507507507323e+02	2.032990183992988023e+02	6.496434479477408708e-02	2.032340540545040142e+02	2.033639827440935903e+02
1.183409126126125983e+02	2.033472206266640114e+02	6.562873167477016600e-02	2.032815918949892477e+02	2.034128493583387751e+02
1.183409744744744643e+02	2.033961546314404814e+02	6.580093601899932032e-02	2.033303536954214792e+02	2.034619555674594835e+02
1.183410363363363160e+02	2.034461781168898824e+02	6.663795729143152935e-02	2.033795401595984629e+02	2.035128160741813019e+02
1.183410981981981820e+02	2.034967659751245037e+02	6.676702493198488630e-02	2.034299989501925268e+02	2.035635330000564807e+02
1.183411600600600480e+02	2.035473219235673241e+02	6.717051642870419670e-02	2.034801514071386066e+02	2.036144924399960416e+02
1.183412219219219139e+02	2.035994806667389412e+02	6.772296353705704874e-02	2.035317577032018903e+02	2.036672036302759921e+02
1.183412837837837657e+02	2.036519909696474997e+02	6.815906822955733468e-02	2.035838319014179376e+02	2.037201500378770618e+02
1.183413456456456316e+02	2.037046670183065089e+02	6.823064103400677816e-02	2.036364363772725028e+02	2.037728976593405150e+02
1.183414075075074976e+02	2.037583864923979036e+02	6.852965836276864176e-02	2.036898568340351403e+02	2.038269161507606668e+02
1.183414693693693494e+02	2.038124321769859080e+02	6.866121902263656873e-02	2.037437709579632781e+02	2.038810933960085379e+02
1.183415312312312295e+02	2.038674721797719940e+02	6.894368636746736612e-02	2.037985284934045183e+02	2.039364158661394697e+02
1.183415930930930813e+02	2.039229064694643512e+02	6.913342807595859729e-02	2.038537730413883935e+02	2.039920398975403089e+02
1.183416549549549330e+02	2.039791087087814958e+02	6.936115541503917736e-02	2.039097475533664579e+02	2.040484698641965338e+02
1.183417168168168132e+02	2.040354712335962404e+02	6.921910512196274845e-02	2.039662521284742809e+02	2.041046903387181999e+02
1.183417786786786650e+02	2.040928132113539277e+02	6.926726580309482129e-02	2.040235459455508362e+02	2.041620804771570192e+02
1.183418405405405167e+02	2.041505093837471350e+02	6.925789906930501783e-02	2.040812514846778356e+02	2.042197672828164343e+02
1.183419024024023969e+02	2.042085929400037685e+02	6.906211662445978228e-02	2.041395308233793173e+02	2.042776550566282197e+02
1.183419642642642486e+02	2.042674567745675631e+02	6.915432288753602108e-02	2.041983024516800356e+02	2.043366110974550907e+02
1.183420261261261288e+02	2.043269631833293261e+02	6.892773903717420991e-02	2.042580354442921475e+02	2.043958909223665046e+02
1.183420879879879806e+02	2.043873961924500691e+02	6.901833214196213817e-02	2.043183778603081180e+02	2.044564145245920201e+02
1.183421498498498323e+02	2.044479174373276464e+02	6.877342725656854228e-02	2.043791440100710872e+02	2.045166908645842057e+02
1.183422117117117125e+02	2.045083573043688148e+02	6.831783801975659098e-02	2.044400394663490488e+02	2.045766751423885808e+02
1.183422735735735642e+02	2.045703526755861503e+02	6.836141845084180158e-02	2.045019912571353018e+02	2.046387140940369989e+02
1.183423354354354160e+02	2.046322715456614105e+02	6.809890692423360703e-02	2.045641726387371762e+02	2.047003704525856449e+02
1.183423972972972962e+02	2.046950266486066994e+02	6.809969991556685809e-02	2.046269269486911355e+02	2.047631263485222632e+02
1.183424591591591479e+02	2.047577797987487429e+02	6.747430181848076969e-02	2.046903054969302502e+02	2.048252541005672356e+02
1.183425210210209997e+02	2.048211130320621578e+02	6.721737322639299850e-02	2.047538956588357735e+02	2.048883304052885421e+02
1.183425828828828799e+02	2.048851703735257388e+02	6.689775886425955442e-02	2.048182726146614812e+02	2.049520681323899964e+02
1.183426447447447316e+02	2.049497601367405650e+02	6.656354430484209828e-02	2.048831965924357235e+02	2.050163236810454066e+02
1.183427066066065834e+02	2.050140517057561738e+02	6.607224560199340124e-02	2.049479794601541869e+02	2.050801239513581606e+02
1.183427684684684635e+02	2.050792302693328111e+02	6.542344804669131264e-02	2.050138068212861242e+02	2.051446537173794979e+02
1.183428303303303153e+02	2.051449894911045249e+02	6.528222810336818671e-02	2.050797072630011542e+02	2.052102717192078956e+02
1.183428921921921670e+02	2.052109141547209674e+02	6.464662157175145307e-02	2.051462675331492278e+02	2.052755607762927070e+02
1.183429540540540472e+02	2.052776186922345687e+02	6.426894064911427285e-02	2.052133497515854685e+02	2.053418876328836689e+02
1.183430159159158990e+02	2.053444244059752464e+02	6.399303373791914717e-02	2.052804313722373308e+02	2.054084174397131619e+02
1.183430777777777507e+02	2.054114053302771481e+02	6.320826702066037472e-02	2.053481970632564924e+02	2.054746135972978038e+02
1.183431396396396309e+02	2.054793696000527916e+02	6.274978165317067480e-02	2.054166198183996244e+02	2.055421193817059589e+02
1.183432015015014827e+02	2.055473128627116921e+02	6.233934213057540363e-02	2.054849735205811214e+02	2.056096522048422628e+02
1.183432633633633486e+02	2.056154151281059512e+02	6.168177831982774029e-02	2.055537333497861141e+02	2.056770969064257883e+02
1.183433252252252146e+02	2.056837703640744621e+02	6.077604902220205829e-02	2.056229943150522672e+02	2.057445464130966570e+02
1.183433870870870663e+02	2.057529633810814857e+02	6.037393851381970405e-02	2.056925894425676802e+02	2.058133373195952913e+02
1.183434489489489323e+02	2.058221863189675105e+02	5.951894186095116335e-02	2.057626673771065668e+02	2.058817052608284541e+02
1.183435108108107983e+02	2.058920580110786887e+02	5.934193992218440850e-02	2.058327160711565114e+02	2.059513999510008659e+02
1.183435726726726642e+02	2.059621179547184511e+02	5.886400411954258866e-02	2.059032539505988950e+02	2.060209819588380071e+02
1.183436345345345160e+02	2.060317946095332218e+02	5.789104738970772546e-02	2.059739035621435050e+02	2.060896856569229385e+02
1.183436963963963819e+02	2.061024564715637553e+02	5.731889738323035777e-02	2.060451375741805293e+02	2.061597753689469812e+02
1.183437582582582479e+02	2.061731825874961714e+02	5.644832950700816310e-02	2.061167342579891510e+02	2.062296309170031918e+02
1.183438201201200997e+02	2.062442061427356066e+02	5.619144482993862488e-02	2.061880146979056576e+02	2.063003975875655556e+02
1.183438819819819798e+02	2.063151641271172139e+02	5.512537067436534821e-02	2.062600387564428388e+02	2.063702894977915889e+02
1.183439438438438316e+02	2.063867146052072030e+02	5.440786317723613624e-02	2.063323067420299708e+02	2.064411224683844353e+02
1.183440057057056833e+02	2.064584080458366770e+02	5.401034959606994951e-02	2.064043976962406077e+02	2.065124183954327464e+02
1.183440675675675635e+02	2.065304640901962330e+02	5.317221875779012258e-02	2.064772918714384389e+02	2.065836363089540271e+02
1.183441294294294153e+02	2.066026842116284570e+02	5.273492655135206958e-02	2.065499492850771048e+02	2.066554191381798091e+02
1.183441912912912670e+02	2.066745295792807156e+02	5.160870000975265048e-02	2.066229208792709642e+02	2.067261382792904669e+02
1.183442531531531472e+02	2.067474174567398677e+02	5.098092491873671556e-02	2.066964365318211208e+02	2.067983983816586147e+02
1.183443150150149989e+02	2.068196250577259434e+02	5.036151750456198395e-02	2.067692635402213739e+02	2.068699865752305129e+02
1.183443768768768791e+02	2.068926838664174284e+02	4.975811080013348847e-02	2.068429257556173013e+02	2.069424419772175554e+02
1.183444387387387309e+02	2.069655074530278398e+02	4.892219178755598252e-02	2.069165852612402716e+02	2.070144296448154080e+02
1.183445006006005826e+02	2.070385488273104784e+02	4.822556112684689422e-02	2.069903232661836228e+02	2.070867743884373340e+02
1.183445624624624628e+02	2.071119836346513239e+02	4.784576797327790704e-02	2.070641378666780383e+02	2.071598294026246094e+02
1.183446243243243146e+02	2.071853359620961328e+02	4.712696939119435935e-02	2.071382089927049321e+02	2.072324629314873334e+02
1.183446861861861663e+02	2.072586927138415831e+02	4.637583069849626066e-02	2.072123168831430746e+02	2.073050685445400916e+02
1.183447480480480465e+02	2.073322531055932814e+02	4.521446711152465187e-02	2.072870386384817607e+02	2.073774675727048020e+02
1.183448099099098982e+02	2.074058066956738458e+02	4.468157298434202035e-02	2.073611251226895149e+02	2.074504882686581766e+02
1.183448717717717500e+02	2.074795518272021582e+02	4.418453650251968901e-02	2.074353672906996451e+02	2.075237363637046712e+02
1.183449336336336302e+02	2.075532980219779802e+02	4.338107210518013512e-02	2.075099169498728031e+02	2.075966790940831572e+02
1.183449954954954819e+02	2.076268495500357858e+02	4.227365885251872790e-02	2.075845758911832775e+02	2.076691232088882941e+02
1.183450573573573337e+02	2.077004978210745776e+02	4.183134382327877848e-02	2.076586664772513018e+02	2.077423291648978534e+02
1.183451192192192138e+02	2.077745524940478390e+02	4.093129046381122071e-02	2.077336212035840219e+02	2.078154837845116560e+02
1.183451810810810656e+02	2.078483657307622252e+02	4.049887971205343162e-02	2.078078668510501643e+02	2.078888646104742861e+02
