Trajectory data of longitude: Time(day), Mean, STD
1.019652922728296556e+07	-1.743658044122717286e+02	6.812720411956462163e-01
1.019653455755403079e+07	-1.740972936781566034e+02	6.242460708344980125e-01
1.019653988782509789e+07	-1.738307255110467224e+02	5.695578029983365820e-01
1.019654521809616312e+07	-1.735628398002719166e+02	5.187153683846879026e-01
1.019655054836722836e+07	-1.732956811520255087e+02	4.710601514980762849e-01
1.019655587863829546e+07	-1.730308141376199274e+02	4.271490801107771795e-01
1.019656120890936069e+07	-1.727626972924283848e+02	3.877645402653314144e-01
1.019656653918042593e+07	-1.724983073621550318e+02	3.530150651774067172e-01
1.019657186945149302e+07	-1.722318393508724341e+02	3.237222948746004136e-01
1.019657719972255826e+07	-1.719658185294929069e+02	3.003642306245496441e-01
1.019658252999362350e+07	-1.716997248482865075e+02	2.840828726757514411e-01
1.019658786026469059e+07	-1.714370175210177933e+02	2.756852411377344603e-01
1.019659319053575583e+07	-1.711716941496850382e+02	2.726121408310689387e-01
1.019659852080682106e+07	-1.709079564712678803e+02	2.765970449792977126e-01
1.019660385107788816e+07	-1.706440133967018085e+02	2.861689670070190483e-01
1.019660918134895340e+07	-1.703823745377507635e+02	2.992751259737908009e-01
1.019661451162001863e+07	-1.701192593314363251e+02	3.152743729858555333e-01
1.019661984189108573e+07	-1.698566502245560912e+02	3.348488461496962332e-01
1.019662517216215096e+07	-1.695946423216113033e+02	3.549719839906010366e-01
1.019663050243321806e+07	-1.693356455135954093e+02	3.759117544090176954e-01
1.019663583270428330e+07	-1.690755195088713378e+02	3.969496861207786886e-01
1.019664116297534853e+07	-1.688149506941315394e+02	4.169085603993610833e-01
1.019664649324641563e+07	-1.685565717935471923e+02	4.378611510371551718e-01
1.019665182351748087e+07	-1.682969764311773133e+02	4.575168146242023504e-01
1.019665715378854610e+07	-1.680375610356581149e+02	4.778750445078113196e-01
1.019666248405961320e+07	-1.677783627297231135e+02	4.956465832851496556e-01
1.019666781433067843e+07	-1.675232007261370484e+02	5.140339608511117486e-01
1.019667314460174367e+07	-1.672656705991649915e+02	5.312544603089489614e-01
1.019667847487281077e+07	-1.670082619009211555e+02	5.471196679889788195e-01
1.019668380514387600e+07	-1.667516955536214596e+02	5.624341346326492408e-01
1.019668913541494124e+07	-1.664965464966853688e+02	5.768865612508288221e-01
1.019669446568600833e+07	-1.662408408146970658e+02	5.906671104175466036e-01
1.019669979595707357e+07	-1.659877695873143466e+02	6.037744253828856156e-01
1.019670512622813880e+07	-1.657327800174289223e+02	6.148258447516795622e-01
1.019671045649920590e+07	-1.654802933856197740e+02	6.260341702327166802e-01
1.019671578677027114e+07	-1.652275208017800026e+02	6.359384515451519393e-01
1.019672111704133637e+07	-1.649736986457118348e+02	6.453695123771804321e-01
1.019672644731240347e+07	-1.647200728467126680e+02	6.529157716028997083e-01
1.019673177758346871e+07	-1.644675449050399720e+02	6.594964452512180886e-01
1.019673710785453394e+07	-1.642149572136671054e+02	6.656950766146337850e-01
1.019674243812560104e+07	-1.639655208645895357e+02	6.728477794216007890e-01
1.019674776839666627e+07	-1.637126159321101966e+02	6.771131824413251232e-01
1.019675309866773151e+07	-1.634625993874130927e+02	6.806042120141145846e-01
1.019675842893879861e+07	-1.632100003626796649e+02	6.837048784377801613e-01
1.019676375920986384e+07	-1.629596505193844962e+02	6.866365251387530622e-01
1.019676908948092908e+07	-1.627070287255964161e+02	6.888923165998197540e-01
1.019677441975199617e+07	-1.624595758866436768e+02	6.895728599185335650e-01
1.019677975002306141e+07	-1.622077558323225901e+02	6.903254522560950956e-01
1.019678508029412664e+07	-1.619582095763176426e+02	6.904268283545389462e-01
1.019679041056519374e+07	-1.617064823850996618e+02	6.890715971269479878e-01
1.019679574083625898e+07	-1.614562841924012275e+02	6.876231023318953861e-01
1.019680107110732421e+07	-1.612048283058065294e+02	6.856957761942475971e-01
1.019680640137839131e+07	-1.609560242422689100e+02	6.834864644765742403e-01
1.019681173164945655e+07	-1.607044246867143045e+02	6.800534548797628753e-01
1.019681706192052178e+07	-1.604526880853245814e+02	6.765499451939027686e-01
1.019682239219158888e+07	-1.602028649986587823e+02	6.732507934479413647e-01
1.019682772246265411e+07	-1.599516795183174054e+02	6.684655279644590165e-01
1.019683305273372121e+07	-1.596987444544586197e+02	6.632593281553759157e-01
1.019683838300478645e+07	-1.594452455327059965e+02	6.582587465873934729e-01
1.019684371327585168e+07	-1.591943351390162036e+02	6.531612055290947350e-01
1.019684904354691878e+07	-1.589386450082656381e+02	6.463158459352991159e-01
1.019685437381798401e+07	-1.586854915941831052e+02	6.406584482979356121e-01
1.019685970408904925e+07	-1.584330899333197351e+02	6.331326217385214727e-01
1.019686503436011635e+07	-1.581781970411889802e+02	6.258114313322516997e-01
1.019687036463118158e+07	-1.579229353231808375e+02	6.192155389051771097e-01
1.019687569490224682e+07	-1.576656306593194188e+02	6.113171315929326610e-01
1.019688102517331392e+07	-1.574092648759963140e+02	6.032847620345432871e-01
1.019688635544437915e+07	-1.571537135837255619e+02	5.955466709006612680e-01
1.019689168571544439e+07	-1.568934933460848526e+02	5.868613764518753051e-01
1.019689701598651148e+07	-1.566349981536507414e+02	5.800012944193879694e-01
1.019690234625757672e+07	-1.563747421039913092e+02	5.709471643152577158e-01
1.019690767652864195e+07	-1.561110301898569901e+02	5.620211513741285581e-01
1.019691300679970905e+07	-1.558516316948246185e+02	5.529453460216064986e-01
1.019691833707077429e+07	-1.555871698518436403e+02	5.435696019570429582e-01
1.019692366734183952e+07	-1.553233269150058788e+02	5.351152645240073724e-01
1.019692899761290662e+07	-1.550591188945711565e+02	5.254780494193602713e-01
1.019693432788397186e+07	-1.547884411939940321e+02	5.158592167656771421e-01
1.019693965815503709e+07	-1.545211449757721880e+02	5.067126022470639368e-01
1.019694498842610419e+07	-1.542522707851586006e+02	4.977122935402244486e-01
1.019695031869716942e+07	-1.539810122407195934e+02	4.880348155398343546e-01
1.019695564896823466e+07	-1.537078795652828944e+02	4.793159814151671805e-01
1.019696097923930176e+07	-1.534367365478594820e+02	4.700433570675328632e-01
1.019696630951036699e+07	-1.531575670130463891e+02	4.604191334708070960e-01
1.019697163978143223e+07	-1.528831884683059457e+02	4.518884742400606780e-01
1.019697697005249932e+07	-1.526018284477992211e+02	4.410873804859933300e-01
1.019698230032356456e+07	-1.523234113309742099e+02	4.332681421349616202e-01
1.019698763059462979e+07	-1.520425000231617503e+02	4.248144511954577984e-01
1.019699296086569689e+07	-1.517568033612872682e+02	4.155490569690926672e-01
1.019699829113676213e+07	-1.514724829932605132e+02	4.065807769491772139e-01
1.019700362140782736e+07	-1.511837985858539071e+02	3.976702222710276069e-01
