variables=Time[day],Longitude[deg],Latitude[deg],Altitude[km],X[m],Y[m],Z[m]
1.183392053137410187e+02	-1.713341000000000065e+02	1.425672999999999924e+01	2.022911000000000001e+02	-6.306194697717468254e+06	-9.611426795797743835e+05	1.610344977462462382e+06
1.183454724256744583e+02	-1.437387999999999977e+02	4.003649000000000058e+01	2.081731000000000051e+02	-4.071547685494359117e+06	-2.986606240984895732e+06	4.215001123206526041e+06
1.183461687714448374e+02	-1.395467999999999904e+02	4.234812000000000154e+01	2.090133999999999901e+02	-3.709953903817861341e+06	-3.163362788023269270e+06	4.415059405520476401e+06
1.183475614629855954e+02	-1.300949999999999989e+02	4.641588999999999743e+01	2.106186999999999898e+02	-2.930558211386026815e+06	-3.480766214450755622e+06	4.749803933191476390e+06
1.183482578087559887e+02	-1.249821000000000026e+02	4.805411000000000143e+01	2.113283000000000129e+02	-2.529778169970682822e+06	-3.615301039917650633e+06	4.878081073492137715e+06
1.183489541545263677e+02	-1.194543000000000035e+02	4.944751999999999725e+01	2.120014999999999930e+02	-2.110785465294372756e+06	-3.737753688607159536e+06	4.984145146232556552e+06
1.183496505002967467e+02	-1.136287999999999982e+02	5.053674000000000177e+01	2.126020000000000039e+02	-1.682228125100704376e+06	-3.845198442182311323e+06	5.065086763979061507e+06
1.183510431918375190e+02	-1.013355999999999995e+02	5.170468000000000330e+01	2.135611000000000104e+02	-8.045303736929538427e+05	-4.013301999916063622e+06	5.150115419254341163e+06
1.183527840562634736e+02	-8.560894999999999300e+01	5.113544000000000267e+01	2.142643999999999949e+02	3.173361678024132852e+05	-4.132590663612600416e+06	5.109846140301930718e+06
1.183529001138918630e+02	-8.418740999999999985e+01	5.096855999999999653e+01	2.142915000000000134e+02	4.212729873210113146e+05	-4.138310433144606184e+06	5.097804488602611236e+06
1.183531322291486561e+02	-8.297777000000000669e+01	5.081067000000000178e+01	2.143172999999999888e+02	5.102656687344436650e+05	-4.142492545465279371e+06	5.086371902761696838e+06
1.183537125172906457e+02	-7.813611000000000217e+01	5.002819000000000216e+01	2.144074999999999989e+02	8.723485218675991055e+05	-4.152559231800585054e+06	5.029117404542963021e+06
1.183538285749190493e+02	-7.678509999999999991e+01	4.976514000000000237e+01	2.144036999999999864e+02	9.753000498750003753e+05	-4.153354335512387101e+06	5.009633172378755175e+06
1.183539446325474387e+02	-7.554452000000000567e+01	4.950569000000000131e+01	2.144146000000000072e+02	1.070668664240792859e+06	-4.153279070607550442e+06	4.990323770888595842e+06
1.183563818427437866e+02	-5.763098999999999705e+01	4.354366000000000270e+01	2.140116999999999905e+02	2.562108751979955006e+06	-4.042068171090743039e+06	4.518913288109980524e+06
1.183585869376833273e+02	-4.509926000000000101e+01	3.616125000000000256e+01	2.130893000000000086e+02	3.760580398880382534e+06	-3.773632786950523034e+06	3.868387521163101774e+06
1.183600956868524889e+02	-3.779209000000000174e+01	3.019687000000000054e+01	2.123482999999999947e+02	4.505033892099545337e+06	-3.493466437435519416e+06	3.296060362040286884e+06
1.183607920326228680e+02	-3.476988000000000056e+01	2.731578000000000017e+01	2.120133999999999901e+02	4.813106266232436523e+06	-3.341444930125964340e+06	3.006639984015208203e+06
1.183614883783932470e+02	-3.186814000000000036e+01	2.431114000000000175e+01	2.116887000000000114e+02	5.103033429135808721e+06	-3.172422924447068945e+06	2.696878274208907504e+06
1.183618365512784436e+02	-3.045119000000000042e+01	2.275904999999999845e+01	2.115449000000000126e+02	5.240950256738026626e+06	-3.081144755483000074e+06	2.533972858694038354e+06
1.183620686665352366e+02	-2.951119999999999877e+01	2.169911000000000101e+01	2.114588999999999999e+02	5.330651831587940454e+06	-3.017313416766930837e+06	2.421672450656127650e+06
1.183663627987859286e+02	-1.471549000000000085e+01	2.420469999999999899e+00	2.111611000000000047e+02	6.367513976161525585e+06	-1.672326097485233331e+06	2.764815975301368744e+05
1.183663627987859286e+02	-1.475337000000000032e+01	2.473828999999999834e+00	2.111520999999999901e+02	6.366146521846386604e+06	-1.676466907176029170e+06	2.825725417424768675e+05
1.183665949140427216e+02	-1.395862999999999943e+01	1.353326999999999947e+00	2.112304000000000030e+02	6.393012172979652882e+06	-1.589054858201597817e+06	1.546183189642868820e+05
1.183668270292995146e+02	-1.339147999999999961e+01	5.527577999999999658e-01	2.112896000000000072e+02	6.409965881068594754e+06	-1.526062037216424244e+06	6.315823724162533472e+04
1.183674073174415042e+02	-1.142530999999999963e+01	-2.222297999999999885e+00	2.115246999999999957e+02	6.454252992443854921e+06	-1.304372988127577351e+06	-2.538708495220101322e+05
1.183676394326982972e+02	-1.055368999999999957e+01	-3.448831999999999898e+00	2.116600999999999999e+02	6.466665228971540928e+06	-1.204794502502056072e+06	-3.938593342754663317e+05
1.183677554903267009e+02	-1.017403000000000013e+01	-3.981780000000000097e+00	2.117170000000000130e+02	6.470678131241155788e+06	-1.161231141777532408e+06	-4.546366983105564723e+05
1.183729780836045649e+02	8.472478000000000620e+00	-2.701982999999999890e+01	2.161577000000000055e+02	5.814299363831711002e+06	8.660977899105893448e+05	-2.978373350629966706e+06
1.183752992361725092e+02	1.967715000000000103e+01	-3.657748999999999739e+01	2.185911999999999864e+02	4.993907474424911663e+06	1.785831132266072789e+06	-3.910103999306756072e+06
1.183768079853416708e+02	2.792800000000000082e+01	-4.169156999999999869e+01	2.198162000000000091e+02	4.359368788828307763e+06	2.310895291879860219e+06	-4.366288304781110957e+06
1.183769240429700602e+02	2.856775000000000020e+01	-4.202974999999999994e+01	2.198957000000000050e+02	4.310572097101722844e+06	2.347053637505475432e+06	-4.395282712324278429e+06
1.183771561582268532e+02	3.008838000000000079e+01	-4.280306000000000211e+01	2.200613999999999919e+02	4.195010414260260761e+06	2.430625950491627213e+06	-4.461002853914626874e+06
1.183772722158552568e+02	3.104964000000000013e+01	-4.327022000000000190e+01	2.201625999999999976e+02	4.122313000014275778e+06	2.481798998951831833e+06	-4.500317026920939796e+06
1.183773882734836462e+02	3.187511999999999901e+01	-4.365832000000000335e+01	2.202469000000000108e+02	4.060122474031685386e+06	2.524758188815688249e+06	-4.532753183606805280e+06
1.183775043311120498e+02	3.240621000000000151e+01	-4.390180000000000149e+01	2.202933999999999912e+02	4.020224719162218273e+06	2.551923448494482785e+06	-4.552993145344299264e+06
1.183776203887404534e+02	3.348208000000000339e+01	-4.438040000000000163e+01	2.203925000000000125e+02	3.939700425281562842e+06	2.605859186791932210e+06	-4.592546016207290813e+06
1.183802897141935802e+02	5.327801999999999794e+01	-5.023505999999999716e+01	2.211279999999999859e+02	2.528802518379038665e+06	3.389934045181517955e+06	-5.049529834161392413e+06
1.183804057718219696e+02	5.455433000000000021e+01	-5.044964999999999833e+01	2.211192000000000064e+02	2.441637521294080652e+06	3.429924485002445988e+06	-5.065285435034915805e+06
1.183806378870787768e+02	5.654048999999999836e+01	-5.074976999999999805e+01	2.210946000000000140e+02	2.306570328753662761e+06	3.490204076819644310e+06	-5.087192479126201011e+06
1.183823787515047314e+02	7.169933000000000334e+01	-5.177523000000000053e+01	2.204627999999999872e+02	1.284603809483913472e+06	3.884130725762594491e+06	-5.160560854990789667e+06
1.183830750972751105e+02	7.796224999999999739e+01	-5.157466999999999757e+01	2.199707999999999970e+02	8.569266225046876352e+05	4.018502036861478351e+06	-5.145859123885022476e+06
1.183837714430454895e+02	8.422029000000000565e+01	-5.100574999999999903e+01	2.193389999999999986e+02	4.188833174762168783e+05	4.138405561966227833e+06	-5.104419427496636286e+06
1.183840035583022825e+02	8.623180999999999585e+01	-5.074148999999999887e+01	2.191091000000000122e+02	2.749061517066888046e+05	4.173952554915198125e+06	-5.085052055267029442e+06
1.183842356735590755e+02	8.841553999999999292e+01	-5.040789000000000186e+01	2.188447999999999922e+02	1.164772099794249225e+05	4.210867574985910207e+06	-5.060470904462627135e+06
1.183844677888158685e+02	8.969037000000000148e+01	-5.019008000000000180e+01	2.186682999999999879e+02	2.286797044948414987e+04	4.231584271787763573e+06	-5.044327471814196557e+06
1.183858604803566408e+02	1.011578999999999979e+02	-4.739535999999999660e+01	2.168009000000000128e+02	-8.654308910340479342e+05	4.387663597822278738e+06	-4.831204842598369345e+06
