variables=Time[day],Vel_long[m/s],Vel_lat[m/s],Vel_alt[m/s],Vel_mag[m/s],Time[sec]
1.183384999999999820e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.019652922728296556e+07
1.183385618618618338e+02	5.647917545128386337e+03	5.500024006101960367e+03	-3.471946602509206059e+00	7.883479480450248957e+03	1.019653455755403079e+07
1.183386237237237140e+02	5.636096097735291551e+03	5.508332282435278103e+03	-3.656683559660905303e+00	7.880819572097833770e+03	1.019653988782509789e+07
1.183386855855855657e+02	5.637030773005833908e+03	5.516331422461823422e+03	-3.464174974113348071e+00	7.887080594159202519e+03	1.019654521809616312e+07
1.183387474474474317e+02	5.599834114843137286e+03	5.525177792263422816e+03	-3.435513972360240587e+00	7.866749236669375023e+03	1.019655054836722836e+07
1.183388093093092976e+02	5.604328326799734896e+03	5.534801521307667826e+03	-3.695232274557611163e+00	7.876708546695196674e+03	1.019655587863829546e+07
1.183388711711711494e+02	5.593734048470206289e+03	5.538992391764294553e+03	-3.310279857309524232e+00	7.872122222056155806e+03	1.019656120890936069e+07
1.183389330330330154e+02	5.570595659697021802e+03	5.549056832182224753e+03	-3.561789724101117827e+00	7.862797238703893527e+03	1.019656653918042593e+07
1.183389948948948813e+02	5.581845298150024973e+03	5.558818782755566644e+03	-3.474102696857471528e+00	7.877656711318739326e+03	1.019657186945149302e+07
1.183390567567567473e+02	5.571904915217064627e+03	5.563608650670499628e+03	-3.520883627840703411e+00	7.874000126914986140e+03	1.019657719972255826e+07
1.183391186186185990e+02	5.531155461126090813e+03	5.570143567681454442e+03	-3.332138574806776887e+00	7.849852941480849950e+03	1.019658252999362350e+07
1.183391804804804650e+02	5.516825405721290736e+03	5.577218392316302015e+03	-3.632868824374099859e+00	7.844790676018004888e+03	1.019658786026469059e+07
1.183392423423423310e+02	5.521303556684014438e+03	5.584226056106390388e+03	-3.445130739011574406e+00	7.852922098153966544e+03	1.019659319053575583e+07
1.183393042042041827e+02	5.500437581010957729e+03	5.591418530651659239e+03	-3.496119907777028857e+00	7.843391293972706990e+03	1.019659852080682106e+07
1.183393660660660629e+02	5.472059163607831579e+03	5.595104065550455744e+03	-3.383815743982268032e+00	7.826150550850185937e+03	1.019660385107788816e+07
1.183394279279279147e+02	5.456748675306935183e+03	5.601201700506381712e+03	-3.563638715656225031e+00	7.819819645921539632e+03	1.019660918134895340e+07
1.183394897897897664e+02	5.460087848358166411e+03	5.611153196173449032e+03	-3.447394981980778539e+00	7.829279110317129380e+03	1.019661451162001863e+07
1.183395516516516466e+02	5.441707963512175411e+03	5.617020591768935446e+03	-3.440214319333108506e+00	7.820685246420714975e+03	1.019661984189108573e+07
1.183396135135134983e+02	5.397318244818946368e+03	5.619428468080846869e+03	-3.359737608194336644e+00	7.791600081598754514e+03	1.019662517216215096e+07
1.183396753753753785e+02	5.370723946670375881e+03	5.622783974572595071e+03	-3.552787255262273902e+00	7.775627817632881488e+03	1.019663050243321806e+07
1.183397372372372303e+02	5.379813407526550691e+03	5.628759402420404513e+03	-3.507490086122743378e+00	7.786227392815165331e+03	1.019663583270428330e+07
1.183397990990990820e+02	5.354522906264933226e+03	5.635590640027894551e+03	-3.356124718339060564e+00	7.773725534083319872e+03	1.019664116297534853e+07
1.183398609609609622e+02	5.337050421743999323e+03	5.638691777415405340e+03	-3.524338171525869257e+00	7.763952896939126731e+03	1.019664649324641563e+07
1.183399228228228139e+02	5.340239512917900356e+03	5.639775913170046806e+03	-3.429598855819222081e+00	7.766932609998039879e+03	1.019665182351748087e+07
1.183399846846846657e+02	5.328532345643377994e+03	5.644337486089649246e+03	-3.441499277762204656e+00	7.762204226852178181e+03	1.019665715378854610e+07
1.183400465465465459e+02	5.277210786309185096e+03	5.652848960825815084e+03	-3.313298178613194978e+00	7.733283004972229719e+03	1.019666248405961320e+07
1.183401084084083976e+02	5.252237711697757732e+03	5.652737218784899596e+03	-3.545460940074917744e+00	7.716181154891933147e+03	1.019666781433067843e+07
1.183401702702702494e+02	5.267372188661205655e+03	5.652976778514313992e+03	-3.447735620935645784e+00	7.726666041649821636e+03	1.019667314460174367e+07
1.183402321321321295e+02	5.249511245176403463e+03	5.661683414008722139e+03	-3.435926517187454010e+00	7.720883317295114466e+03	1.019667847487281077e+07
1.183402939939939813e+02	5.218344984193104210e+03	5.666348042491273191e+03	-3.400049478194432595e+00	7.703157539154607548e+03	1.019668380514387600e+07
1.183403558558558331e+02	5.201342141975984305e+03	5.664874655978763258e+03	-3.446099115125662138e+00	7.690564141949857003e+03	1.019668913541494124e+07
1.183404177177177132e+02	5.171961558203734967e+03	5.665832757517578102e+03	-3.387124696182581829e+00	7.671431331134376705e+03	1.019669446568600833e+07
1.183404795795795650e+02	5.156238688918279877e+03	5.668258868307420926e+03	-3.493622510955219695e+00	7.662634548289620398e+03	1.019669979595707357e+07
1.183405414414414167e+02	5.141902123524148919e+03	5.669869994218940519e+03	-3.323496725462973700e+00	7.654188019958545738e+03	1.019670512622813880e+07
1.183406033033032969e+02	5.110848007372478605e+03	5.671691320354446361e+03	-3.458681530394187575e+00	7.634714254661082123e+03	1.019671045649920590e+07
1.183406651651651487e+02	5.115659415634375364e+03	5.673614423987418377e+03	-3.455152485905045978e+00	7.639364098334718619e+03	1.019671578677027114e+07
1.183407270270270004e+02	5.115498575404828443e+03	5.671980409296571452e+03	-3.384259312682843301e+00	7.638042870501843026e+03	1.019672111704133637e+07
1.183407888888888806e+02	5.093570961838177027e+03	5.672788501161915519e+03	-3.429616262109902891e+00	7.623975753139804510e+03	1.019672644731240347e+07
1.183408507507507323e+02	5.074128066815861530e+03	5.676349496824089329e+03	-3.434167551372183880e+00	7.613654250230327307e+03	1.019673177758346871e+07
1.183409126126125983e+02	5.034095111823788102e+03	5.673497031365699513e+03	-3.314031732524426843e+00	7.584899019934931857e+03	1.019673710785453394e+07
1.183409744744744643e+02	5.028008883085243724e+03	5.674804463310571009e+03	-3.552557866979213941e+00	7.581839595102305793e+03	1.019674243812560104e+07
1.183410363363363160e+02	5.024669505688395475e+03	5.677373398116850694e+03	-3.261440995639077300e+00	7.581548850995890461e+03	1.019674776839666627e+07
1.183410981981981820e+02	5.012147425703140470e+03	5.675984880755361701e+03	-3.538638682077134945e+00	7.572214914112633778e+03	1.019675309866773151e+07
1.183411600600600480e+02	5.006083204258005026e+03	5.674863707698980761e+03	-3.329389076972347539e+00	7.567361378561535275e+03	1.019675842893879861e+07
1.183412219219219139e+02	4.996652850962208504e+03	5.669669166468471303e+03	-3.400595816770419333e+00	7.557228310318801960e+03	1.019676375920986384e+07
1.183412837837837657e+02	4.958386826852540253e+03	5.667464159216810003e+03	-3.217689875851874604e+00	7.530322720457606010e+03	1.019676908948092908e+07
1.183413456456456316e+02	4.940545617035153555e+03	5.671166022980123671e+03	-3.584904627510695718e+00	7.521378058956393943e+03	1.019677441975199617e+07
