Title=Heatflux
Variables = Time[s], Altitude[km], Heatflux[W/m2]
Zone T="Case"
  0.0000000000000000E+00  2.0000000000000000E+02  9.1933993528916722E+02
  5.0000000000000000E+03  2.0000000000000000E+02  3.4071700711317021E+02
  1.0000000000000000E+04  2.0000000000000000E+02  7.2913424535164677E+02
  1.5000000000000000E+04  2.0000000000000000E+02  5.0011447272157818E+02
  2.0000000000000000E+04  2.0000000000000000E+02  6.3895520061602383E+01
  2.5000000000000000E+04  2.0000000000000000E+02  2.4790360095803757E+02
  3.0000000000000000E+04  2.0000000000000000E+02  3.4538492428060022E+02
  3.5000000000000000E+04  2.0000000000000000E+02  2.6991129849785534E+02
  4.0000000000000000E+04  2.0000000000000000E+02  1.6353508368555413E+02
  4.5000000000000000E+04  2.0000000000000000E+02  4.8964202343864008E+02
  5.0000000000000000E+04  2.0000000000000000E+02  9.0101808604583471E+02
  5.5000000000000000E+04  2.0000000000000000E+02  1.0358826729286911E+02
  6.0000000000000000E+04  2.0000000000000000E+02  1.3334162847094424E+03
  6.5000000000000000E+04  2.0000000000000000E+02  1.8157227888857494E+03
  7.0000000000000000E+04  2.0000000000000000E+02  1.9877496168888488E+03
  7.5000000000000000E+04  2.0000000000000000E+02  1.2174598613480130E+03
  8.0000000000000000E+04  2.0000000000000000E+02  1.5256009534714053E+03
  8.5000000000000000E+04  2.0000000000000000E+02  9.1481343369222884E+02
  9.0000000000000000E+04  2.0000000000000000E+02  1.4222378574976783E+03
  9.5000000000000000E+04  2.0000000000000000E+02  4.7099948594449074E+02
  1.0000000000000000E+05  2.0000000000000000E+02  1.6078356002827768E+03
