Variables = Step, GID, GSolution, GParameter_1, GParameter_2, GParameter_3, GParameter_4, GParameter_5, GParameter_6, GParameter_7, GParameter_8, GParameter_9, GParameter_10, GParameter_11, GParameter_12, GParameter_13, GParameter_14, GParameter_15, GParameter_16, GParameter_17, GParameter_18, GParameter_19, GParameter_20, GParameter_21, 
0, 68, 31.619954023062068, 175.68799774000553, 188.45757512612872, 324.7174999683753, 95.16374915911618, 768.5260028617034, 920.639015432901, 317.75780536600587, 618.0959976261672, 537.3857291183483, 894.2658723445418, 965.9477065194042, 534.6052712497437, 901.6457447166142, 612.21863657584, 86.21334101832268, 277.5403432844763, 354.272492650716, 16.850676970355583, 422.6658301552881, 330.4483466237157, 729.3011774083907, 
1, 109, 24.55613863183393, 167.5559883584007, 201.24831555790527, 335.1060076433838, 382.1357110960958, 599.1373260469327, 704.7252911957371, 552.8434570022303, 660.808740993413, 414.07145178198334, 700.3625082863957, 819.1701695851538, 529.2924963650973, 807.6399979908958, 669.9626730297263, 311.39274221303776, 235.9805387686688, 320.20064882750677, 31.010007507011125, 268.54583213798617, 283.4329733088099, 348.2253545980186, 
2, 185, 24.700306743265184, 88.27232113762034, 300.113251261233, 282.49848031831317, 15.686991645843307, 526.6511765749451, 528.1614012440276, 524.6911346362447, 634.9686382301015, 683.1058871006503, 540.2085251361464, 996.446026809184, 528.7947491236881, 824.8754151122018, 475.1124792644372, 40.73606563732466, 77.89667396370061, -45.97254921799271, 192.77759313485225, 191.61827674167938, 12.83290876444778, 619.326875463618, 
3, 267, 20.262420595768305, 139.44130046900418, 291.459307585861, 428.3732244361058, 358.98603811944696, 660.9533556528977, 614.1129394969879, 459.0220280401868, 638.5982549373705, 701.952936332217, 458.49178121645576, 944.7633398595551, 737.3553889491815, 737.2289971128112, 559.1188385325511, 75.71418772970621, 146.54291834135847, 21.182726291863247, 306.2098799014633, 201.2460124561635, 96.71297147767245, 460.0447750743933, 
4, 345, 18.007281500667055, 237.0757471821695, 296.2868303477573, 436.69020806268753, 529.9253480361126, 472.19521238487096, 588.4285461942651, 474.9285336676124, 639.9470441946586, 727.6620887568108, 392.83771299986677, 932.7877995247557, 648.9991375885352, 692.3264050277814, 569.8182561568934, 138.4375476190982, 126.28615842344286, 96.4770803979811, 158.39792942619903, 179.59172338000033, 104.06032301852795, 518.5449549038151, 
5, 473, 15.089748047124884, 277.64500451959964, 278.49800747845353, 419.98745450388566, 142.2441725537235, 528.2297395953733, 534.0396343693795, 530.3742905542641, 649.486526274801, 966.7988896621273, 548.7141904737346, 760.9220248427698, 653.6173800562381, 649.7701069873679, 432.5481087410817, 140.1568386013756, 148.66912093376675, 35.46103460271141, 137.5391037042926, 149.95345555777234, 50.70337198605745, 139.02387384404415, 
6, 492, 12.879699166156472, 301.3071539556477, 372.4251360276873, 441.56501776959067, 452.7947543583924, 504.00294718084234, 527.4745198030364, 530.9199134725328, 691.491505572196, 596.4771245742156, 364.758673028309, 787.7260149661698, 659.8193654537845, 684.1320926532419, 391.24388442406337, 98.35361583099011, 94.05551854904266, -29.223218754538806, 116.7032370051495, 100.04366091210552, -30.71580275194151, 172.05733413682293, 
7, 609, 10.455191701020992, 265.2337525365039, 310.72776737052453, 460.62597044242654, 407.249568301859, 452.1014658091189, 552.7655644045084, 544.5885149337093, 681.5333773473856, 687.7179998891415, 478.5607443377007, 732.9312938191624, 543.8785948511493, 636.5824854555154, 414.7869021674612, 147.05514319536732, 103.84327045391049, 87.87123330052776, 16.267884058283954, 98.35436875868248, -26.37351530915508, 184.15405762387635, 
8, 675, 9.725628234266521, 236.3641287409158, 335.1161207781667, 475.00949993502616, 479.95895723850293, 544.7515210317606, 560.5638833923426, 529.8393490607912, 674.2670579710596, 962.0322386001998, 484.22953400542906, 700.3134340890782, 578.9834381449592, 668.2447494538071, 318.4000283530439, 161.90574377327454, 139.3058885686172, 95.89334738523429, 32.14104255880832, 142.95573455707347, 87.54259289160285, 116.64366641419436, 
9, 729, 8.494784465569639, 270.3672285071294, 346.46951083080734, 485.2681275220975, 508.0291244391908, 468.41936286022377, 510.6088169479831, 526.2696145833212, 610.8686833361411, 854.7706713273712, 527.2791265063686, 636.7130836513313, 593.811264251668, 581.4089839385415, 365.0889973539154, 169.63596921128854, 125.28502221842515, 114.85020558823705, 111.15971477109407, 65.63303099595757, 14.608623511064856, 140.81501184854383, 
10, 878, 7.2058775028521875, 255.11705766678517, 346.18591183122726, 476.7337484039655, 549.1924197639945, 456.8533752933598, 522.5128619254697, 486.88145579481454, 677.4130174362604, 890.5003496013267, 559.464544976246, 500.4858875025083, 605.8549586487144, 550.6930103856334, 201.72858259443663, 164.4317484476323, 97.10546434937163, 67.0358866237561, 133.25199180285176, 89.5213485208304, 3.681862882804353, 111.56647706792546, 
11, 908, 6.837624893084958, 290.9819843839257, 367.1893535653917, 463.94723935042015, 463.9735907914633, 542.1822914692474, 542.479418070376, 499.2196841187018, 626.07199596734, 719.3762469770902, 545.2026045132108, 553.5916440284287, 628.0059946700775, 540.9993380932957, 205.3985179024965, 149.29069658799293, 100.37976221578012, -3.23037129650578, 159.55391124062078, 77.20666087946756, 63.28527231714897, 120.34629241687944, 
12, 1006, 5.8416618214981835, 262.373693424656, 376.90025500690274, 477.0379299487174, 428.9070144508276, 554.7531668988032, 513.9249839035141, 519.9570300221976, 630.9713506461867, 763.2718323891628, 491.53506492140866, 548.5006725384847, 610.9568105580291, 553.8773778392383, 177.94652110423158, 153.57803290399295, 100.52131830982717, 94.00919864249288, 149.36319761845272, 72.56940214091223, 29.904840814680497, 121.57051883519738, 
13, 1086, 5.474121760975081, 281.34356895360406, 390.0136781578531, 476.8777852862386, 370.28344124460114, 587.1718424844888, 514.4066635323129, 535.3834909727213, 659.8374794150391, 738.7113415187326, 489.5389621700773, 527.2592090285705, 611.7388379507822, 562.1079227742929, 141.8873133405141, 152.44177439435038, 97.15575844227595, 95.94773951927426, 85.36606951347116, 76.19965362414482, 52.281956660315444, 79.99714358592306, 
14, 1128, 4.78265973099922, 274.28165073889676, 349.28450869590824, 479.1371554926102, 425.6914094491883, 614.9368366783037, 504.64814626423856, 507.894616343423, 747.4048754562104, 633.8862519011773, 574.7883636143188, 552.665265620391, 613.9531875001774, 539.6294114017521, 165.7471297054861, 152.11081900808227, 126.0489142092041, 113.61208971281366, 84.3967829168832, 66.34792746531784, 48.101429343251056, 94.99229685942414, 
15, 1233, 4.15788983980885, 268.8782850509836, 339.21572336370446, 485.0857610005493, 504.68812868678754, 564.8166514109754, 571.1616202895851, 520.5189746492048, 705.1285992490848, 605.6724794718249, 574.1526908859244, 553.0747102135678, 607.9398930316937, 510.7445122402008, 151.21519395743647, 154.46578806197616, 134.25142812144887, 88.18877961242487, 91.71781147900522, 72.86649039871537, 36.61271499608725, 21.192458980467507, 
16, 1295, 3.9211856670130856, 263.8857205124373, 333.2243673756618, 451.7400435373209, 468.77432510146554, 554.7674833265025, 580.851660702282, 508.00525301342833, 638.0381574362307, 716.0503263175951, 579.3257834786538, 580.9008753441568, 582.7047869177802, 518.6611050412777, 164.41060657506557, 159.8940901861303, 123.48301690336599, 73.0191028756926, 108.27254369493167, 66.97322900873719, 45.66737377216355, 63.34661298134433, 
17, 1365, 3.633595215008171, 261.8865824590095, 316.11072881285844, 451.44307495434805, 495.7879965899719, 523.5394061172925, 606.4885532315574, 525.6663928314873, 610.3055692001001, 573.5989776842696, 623.988806791297, 587.3251330650764, 573.4034166696737, 465.0863807738687, 171.255232629499, 162.82576246204425, 148.69558025195894, 69.50925742657651, 108.91290206837537, 56.06715617422653, 55.3496368247841, 32.07517284206288, 
18, 1455, 3.050177438483478, 261.9687216170464, 329.2472233527786, 458.4269444580805, 496.5041407301381, 525.4920967466545, 600.1941197135802, 545.7621233586531, 566.4531581238014, 613.036189580812, 621.5361791621459, 582.9719830557507, 568.4881087469196, 448.29699945363495, 172.77307151480775, 160.64183522068103, 142.55978741411278, 95.80879267625114, 104.96704709691622, 59.80334415287128, 50.066133520214784, 60.01833216357463, 
19, 1579, 2.8379842698960616, 257.7345502854819, 334.684736727423, 476.21155442077827, 511.9503952767211, 517.3852672828071, 536.1525901361993, 556.0782479064635, 588.7921960288312, 666.6510533676683, 622.0474430592716, 577.2718524694262, 572.3484881655253, 449.5784587010759, 181.72787198984886, 161.81412432929164, 145.02469218714316, 94.71751693026397, 95.62377659880474, 60.94107561551205, 52.813947505975804, 46.6678579311289, 
20, 1609, 2.6438404164408187, 251.69722698524444, 349.5325636931147, 484.93655531747635, 481.5161994808851, 519.1975094660227, 544.4715382536325, 561.9156779726168, 597.0614768841687, 660.6894554362, 644.6446561848261, 576.4988815297594, 558.4071581264442, 432.5902985702214, 182.13859889595759, 163.88813554296794, 149.236893111951, 91.66725710158536, 84.33004620116562, 58.79299814338103, 53.82605034503374, 74.34472480465755, 
21, 1739, 2.5295145057370654, 254.44167013169223, 357.9816760228539, 485.6034066665158, 504.6594799962811, 515.2984944595207, 584.1188821159911, 572.1190928822098, 581.0387024629845, 658.9529434228444, 629.3300112488416, 578.1594655399592, 561.6881160345349, 428.8217662377863, 181.03312556030113, 163.07499998208124, 148.9072356568727, 87.15826920291627, 90.99131585997006, 60.10587748442703, 54.334910793500654, 57.51491388901023, 
22, 1784, 2.429765419605939, 258.07177889028924, 352.033948194386, 507.33778633212785, 485.34885056233065, 517.6827838276728, 556.4729371499593, 576.6836679148146, 579.8756026552437, 624.6302813561101, 638.8976959606745, 574.688138249514, 568.000520836166, 428.1765785884906, 176.38618152852086, 161.8227645565463, 148.86292969110113, 93.72341065035005, 71.19692963898505, 69.27699796631885, 54.07407546301414, 57.87755739504031, 
23, 1849, 2.2850409412722104, 255.5543988324656, 347.0479227315742, 484.9317862157546, 484.54141814224636, 519.6730445500863, 562.1633472277197, 567.6355722706688, 590.5955787912065, 621.6624270312271, 635.8044960334737, 575.7701119179422, 560.0266805325178, 429.75893598198286, 174.3764082133858, 162.55078512283555, 130.46878201277178, 85.9445127275568, 88.06909442282999, 59.82941265870899, 53.84215972165257, 70.14879436884578, 
