Variables = Step, GID, GSolution, GParameter_1, GParameter_2, GParameter_3, GParameter_4, GParameter_5, GParameter_6, GParameter_7, GParameter_8, GParameter_9, GParameter_10, GParameter_11, GParameter_12, GParameter_13, GParameter_14, GParameter_15, GParameter_16, GParameter_17, GParameter_18, GParameter_19, GParameter_20, GParameter_21, 
0, 7, 27.885527275630075, 629.3215789928462, 608.150892313917, 393.87083111662804, 596.2181073211002, 371.5324337977478, 845.2505342239853, 611.9475344163562, 631.1357076911661, 887.6126408782361, 544.725443169227, 400.015805330315, 422.8914313084565, 584.1444186008487, 651.1125363071214, 309.8484459844767, 280.7953761911557, 419.69706693601574, 473.16079179745407, 28.375243656797444, 166.7211877676643, 363.26705873374476, 
1, 107, 24.2180623614816, 123.85651431362912, 447.00339359121494, 546.8293617887839, 599.6891088187617, 533.8570338547667, 914.6493623740989, 232.69849413866817, 801.3937787431344, 796.0731314964255, 606.055710928435, 357.5250615638693, 560.4660142602163, 578.9739454672913, 610.146442601155, -3.018656696437347, 268.7153541308291, 323.87188010122475, 328.46875378305833, 29.087835413201038, 290.6051045306216, 277.89179217379285, 
2, 174, 23.589405139907708, 171.1595629897596, 772.3690015803969, 512.8695250017831, 359.53453009068494, 657.9838412966694, 1153.8332548523488, 302.9148794830692, 1207.3114497085876, 842.3329475375624, 717.8301903543901, 656.4102154534307, 458.37759468549933, 591.4500098779368, 613.7746088042011, 54.963148894604274, 55.254114703324035, 199.7099430137515, 149.6940703193285, -29.538825554968867, 172.6941677939925, 315.505330875996, 
3, 298, 22.184671312582104, 200.89401364747866, 761.3424372386681, 478.39586964663647, 335.03334853624847, 604.1202790896406, 948.3832289468768, 310.24877870391236, 779.624781701167, 830.7308995812708, 517.6093370291186, 165.49112065342462, 427.8804719263633, 358.91350338568276, 601.6761068472189, 144.66232848834193, 165.4117299864834, 165.33907140358895, 183.05690005816882, -57.27762780251234, 193.9069884062823, 198.8503396316334, 
4, 334, 20.624072129831966, 157.258174615082, 763.7650304020088, 529.0977495462959, 294.12923683603015, 611.6524062648173, 871.1226587626853, 314.24368928976435, 711.4784933328458, 805.4989652537927, 675.3542306029634, 634.7430467714612, 440.1649253670056, 295.3811324373158, 600.3341330695498, 191.507406372749, 147.32855130042523, 110.89638831822005, 267.05647655721447, -15.957277451079875, 207.9421240743552, 311.9316941854385, 
5, 444, 20.34365508752502, 359.2226680574443, 446.858860734521, 546.6142358491215, 323.3834011365494, 556.447596006093, 710.8047837436378, 344.3889340408231, 1041.5806758623135, 981.3307228334645, 461.9858597052461, 800.4589331317534, 477.20613063520057, 575.4706854268666, 591.8211844313759, -32.718891322319394, 175.11234134920647, 43.87627972750471, 153.21247398441253, 76.21555970690986, 208.64784098779523, 275.0529114056342, 
6, 491, 18.87025067706892, 376.6874317849377, 356.5175677591121, 681.1484652801241, 503.6398701063787, 472.0227713951799, 736.5925775154586, 555.3601403292847, 895.4821309559736, 982.4904842544033, 502.36101310084496, 845.7254538136117, 396.46465166887555, 549.7611123545109, 291.5339008710848, 233.35451034831684, 185.5076996410602, 31.11666416419598, 215.32893851474762, 93.78079119634022, 229.82322387687356, 505.64413987282546, 
7, 588, 17.027756659397788, 289.4061673820011, 305.2965704650737, 620.2929708567544, 292.8519488217735, 522.6221907258457, 676.1229449883726, 439.5103851882908, 769.3733212919674, 896.9377469897724, 445.4521797280771, 902.1863837710546, 491.4617208059972, 597.0950721673959, 242.57281374109806, 170.907300010862, 131.9610415192601, 97.69897031791284, 305.50307022480877, 95.34459207516174, 149.32021697022742, 395.83388599072714, 
8, 647, 13.662857677571251, 284.1393807625436, 559.4592830168912, 660.5580292042065, 241.75850612180267, 524.8042025813072, 667.4871670306449, 424.05773579625225, 817.2247089374055, 878.034662860727, 448.18650265909366, 760.5429251398348, 417.38332357228273, 535.9641204407046, 123.36636878680443, 23.820508178949908, 149.2283000331721, 35.17973278403301, 273.4087758160953, 109.54036470300964, 114.11617569348198, 230.9470639902644, 
9, 775, 12.782992932243243, 294.69140188622646, 541.3103991848188, 658.62205168135, 250.95015209079955, 671.3461529036824, 650.5252850582209, 469.9650068855852, 732.5385886132707, 717.2103715774351, 492.6112313735144, 826.1780335681855, 597.5098066610709, 474.12274998690077, 95.86093839379723, 20.84617997892451, 117.84240316610845, 84.61468892549264, 270.3817600441888, 114.80470782509587, 55.63565111031289, 279.10638769991596, 
