Variables=longitude,latitude,altitude,density_factor,Error,Epoch
7499.098635397511, -85.87547367061508, 6.467451422704176, 1.417165693750535, 14.282649217395164, 56.0
7481.391863169647, -91.29171269869954, -9.733259216979327, 1.3414252919074627, 53.58753402447546, 57.0
7497.651957028655, 58.87539338735576, -9.228746018701091, 1.066576419693709, 11.485245549721329, 58.0
7459.826039313696, 97.5349407495111, 4.4223385379704645, 1.1403629444519807, 142.04290667004076, 59.0
7417.542881828483, -70.38254423097729, -9.27138195603472, 0.8397635560807148, 153.24919354378764, 60.0
7498.3920951697755, -34.67026899232076, 7.857027347624349, 0.886224663971871, 13.495826474615631, 61.0
7491.397648357741, 16.41252925623276, 8.265632252459355, 1.3810474003820135, 24.35356884695612, 62.0
7403.580840400135, 61.130544736639536, -9.920315061906406, 0.8318425185109061, 155.6422099327717, 63.0
7452.471632711264, 14.480956712453775, 8.365647545740774, 0.5745429935200599, 133.31468788136493, 64.0
7403.667385561093, -74.48193630756334, 9.667595670987435, 0.7332228627473844, 151.1411151754844, 65.0
7466.379600279235, -27.147568274399305, -9.61695798216054, 1.0308329671554999, 138.96297708935268, 66.0
7481.891597827153, -60.151210001662236, -8.790091829364924, 0.5158788466166244, 37.546757666811466, 67.0
7453.19105495893, 3.1963067473864726, -9.760014323545597, 1.2851166562533751, 150.83502713881583, 68.0
7405.635936626056, 98.62730178256297, 8.34707746629427, 1.3179805470584753, 159.49495594197919, 69.0
7493.789574250052, -28.803708351257697, -9.791233636807423, 1.3789803768282867, 18.732796415367766, 70.0
7477.793156296487, 82.47988965138114, 9.584543351199073, 1.0725179893690167, 59.48526005460267, 71.0
7463.083828406208, -96.94291049627508, -9.621791870754393, 0.8463676100280398, 137.72805260302636, 72.0
7499.563053287051, -56.869150786210284, 8.723603211169205, 1.1288616032620158, 14.564135865441171, 73.0
7451.264142508506, -99.24199880903792, 9.807550896364514, 1.3806397490660132, 148.9247973217057, 74.0
7413.680722510791, 79.15532147109278, -9.079589475143612, 0.5683830439759691, 148.3555837775881, 75.0
7498.2497932773385, 53.91550817140353, 9.23126815294291, 1.4043808011592445, 15.376751693225563, 76.0
7423.930043654288, -17.679311213906317, -9.631139610764407, 0.6030943932732507, 147.2002696065153, 77.0
7499.930069506883, 41.562030385090424, -6.789218043871646, 0.7529991986564826, 11.508922711820814, 78.0
7419.123835287736, 17.155680372196997, -3.4174032393355125, 0.6168107118620251, 147.54679300748316, 79.0
7464.633331822159, 32.42298771830582, -8.018409789994362, 0.5000382430261118, 127.29763527424632, 80.0
7481.4421028643565, -41.35649395258467, -9.98393959289398, 1.0010653798448845, 47.136024489140624, 81.0
7498.979664169174, -17.23416143130501, 9.594758788670518, 1.1565673131530891, 14.773364985739356, 82.0
7442.26431695103, 54.89027803127826, 9.4012675564665, 1.2749414285987468, 150.95420498879633, 83.0
7428.168407713914, 43.51660579131101, -9.858609500988681, 0.6078411251945692, 146.2728395430627, 84.0
7490.374122438816, -99.14993704238957, 6.461323002990344, 1.2346636394285273, 23.83760262333906, 85.0
7421.66231513731, -68.85751789933781, 9.694120718353346, 0.9599358203008925, 151.53802795104863, 86.0
7402.9141376303405, -99.55706062897573, 9.446762151105105, 0.8672537453266719, 153.6757265347396, 87.0
7496.692112163669, 74.5449948193571, -9.355027258091367, 1.0348041394776248, 11.97192699767442, 88.0
7442.012726295894, -2.9997490623959067, 9.405215134031373, 1.1480956496717105, 149.2487528036867, 89.0
7405.776470037844, -14.329205418192359, 9.094938331578579, 1.0795847363534683, 156.54274434115206, 90.0
7423.943185783138, -99.20929404782962, 3.8464988132758613, 1.4936081550002882, 158.89068326180714, 91.0
7402.447569523331, -37.52589918191731, 8.223892517840973, 1.1221072161707097, 157.75246751411447, 92.0
7440.165074088243, 99.30529633180006, 9.989281511827404, 1.362830768483477, 152.5296140860891, 93.0
7447.450939818706, -79.44414328535032, -9.884763572689785, 1.01836285263721, 148.71042407455764, 94.0
7415.956981493925, 38.027982508226756, 9.264739618051344, 1.128490503633785, 155.32768775028148, 95.0
7455.112936865442, 62.94287770637803, -7.125724614795406, 1.0250091736702982, 145.32785383535534, 96.0
7454.394774057017, 85.45809403841292, -8.670812507219598, 0.906342031683506, 143.64855416474785, 97.0
7484.072492687888, 85.77065218912975, -8.434142338876162, 0.6620774766200119, 33.369803866444585, 98.0
7426.730325926003, -52.118421647249534, 7.8938468956819, 0.7347033047051161, 146.4278050719815, 99.0
7497.480911329586, -82.39183643854486, -8.286316949799982, 0.7807243950817271, 10.851223237906789, 100.0
7400.12972966767, -63.84270555391009, -8.068905758434177, 1.2442659714957185, 161.5050129191816, 101.0
7462.869931447599, -57.846751169972, 9.924594586912121, 0.9819918404355379, 135.97549272673922, 102.0
7444.369673325704, -28.12669052465155, 9.843568059218754, 0.7454029689943065, 140.8213684543135, 103.0
7402.065831494149, 14.219617445070739, -9.462040175630353, 1.3740812275877472, 162.8229564767538, 104.0
7486.454193931682, 7.1107126349565135, -6.008417650510969, 0.5531598793086363, 27.684774814474753, 105.0
