Variables = Step, GID, GSolution, GParameter_1, GParameter_2, GParameter_3, GParameter_4, GParameter_5, GParameter_6, GParameter_7, GParameter_8, GParameter_9, GParameter_10, GParameter_11, GParameter_12, GParameter_13, GParameter_14, GParameter_15, GParameter_16, GParameter_17, GParameter_18, GParameter_19, GParameter_20, GParameter_21, 
0, 58, 34.23967493458189, 680.2702129812227, 672.9408201646888, 814.442182189356, 279.01278844748424, 655.44378686696, 677.8799851976162, 915.5213127857727, 439.1280473161199, 676.7164817080296, 998.9643389092026, 817.8049629901669, 858.4398063567446, 635.1531008614038, 787.5441292503988, 317.0373534911728, 232.4047972227391, 622.652480202296, 8.33267097538426, 251.16068038895045, 355.4968325723299, 339.81717283982147, 
1, 128, 29.176664866236607, 718.2693156001956, 786.6684631299835, 854.8924191502093, 502.4765954373705, 646.0596518006158, 722.1633002671191, 855.7112780413817, 355.1920876473657, 737.7747941366229, 752.982408439914, 676.3889631930123, 786.83951857848, 687.0168796562762, 389.01683332599475, 658.8506684161057, 46.06339364445432, 340.9398544721432, 14.144977587950322, 136.48713914493683, 310.0137440078308, 455.03184179264946, 
2, 218, 28.527099894398525, 706.5404485429417, 757.8594880465273, 818.2120634723556, 381.7911671425411, 650.8930887478367, 716.0511003957262, 856.3333748168853, 341.68482105215264, 753.7615800115063, 748.3154515764397, 742.0430526970159, 809.0776038736897, 654.6245341600983, 352.3414932783691, 431.30933533563126, 20.74116373857086, 531.0491694983829, 10.17975154223363, 206.80942484926447, 347.0003302089929, 347.02493450243514, 
3, 254, 26.509362850643296, 716.6486486506154, 718.0958392680255, 934.4892542304132, 371.54204288777817, 654.9847047576923, 789.8101049106746, 921.3395895298466, 358.35060801002237, 771.3118554762992, 788.6234848414904, 929.4456186505947, 991.4252075727618, 693.7899875494081, 370.48616442707805, -32.58065727616918, 56.14836255273848, 258.89421644298096, 117.23112395100168, 186.2781342329948, 286.91323170592057, 313.9641468145948, 
4, 349, 23.360987038693985, 716.9664388923566, 758.6036391137147, 910.464361689722, 485.29808113535205, 607.5690623851323, 688.4407840888591, 917.200879012211, 138.34151675535972, 1164.1960399231289, 604.6665403809844, 955.683917413541, 797.1299749480316, 903.8774127594127, 223.8793136493069, 115.07404243846355, 51.88546664092259, 62.48518250387542, 112.62528963238697, 90.91166393255378, 182.084431540041, 255.44872599769855, 
5, 415, 22.85629672299719, 721.3357960099289, 769.5797988015491, 912.0932373776677, 483.0875086604216, 604.3071113366725, 581.3716934714284, 875.3314725502389, 85.84490719614038, 1192.598611750288, 591.3641388846904, 833.2955855194008, 710.1248141340341, 709.519235262292, 329.58736849336765, 86.03478810447139, 258.68669264734945, 166.60504103132794, -0.9363439444817061, 57.19004762371584, 133.1868889605889, 255.14592748411485, 
6, 551, 21.433627124050513, 672.9869832761101, 679.0222925595745, 935.109514492371, 658.7646714303717, 561.0355667463286, 455.2919325882763, 679.5208564668303, 387.26675967965144, 1410.4113598122483, 501.23826151432223, 955.44612169097, 825.1535385103094, 707.579396379908, 327.65351987569176, 86.65854289015583, 98.91974496718504, 157.98584194940636, 132.68010165785387, 116.6379451204159, 26.70304248290779, 191.2611848338659, 
7, 630, 19.558740883712392, 685.7343962318797, 675.7971319567436, 869.8143337796554, 712.0694003573711, 599.3450297406897, 335.2543636999135, 878.9129095519187, 425.18661101501345, 816.4813168058122, 605.7698013085002, 731.0749984119396, 799.9630945385638, 540.6122285735488, 298.60528038766313, 145.7706761848308, -7.733789080630473, 94.38829199719822, 91.83523362211508, 133.3773171802185, 202.6284824307773, 294.66352976861026, 
8, 683, 17.114635686339287, 687.1896612076488, 690.6821287386219, 896.8617147246607, 595.9756049048332, 574.7448336107216, 347.6896253893642, 888.972466339373, 465.05918145399096, 645.4477293642565, 555.224437606575, 777.8725036978337, 880.3302802691323, 582.4223313379487, 226.77097779352027, 129.10208593145262, 82.01800214881797, 46.56005151473781, 84.06943671177316, 82.22607712623035, 51.75997613479419, 274.77601648218956, 
9, 739, 17.746506891347032, 675.4464712326854, 623.9547126037909, 889.6293624763913, 804.0247241611053, 577.659149699575, 323.79731322101566, 906.1994056412136, 561.0458497720965, 552.8461347731937, 581.0515214851969, 638.877995874358, 863.6367145985231, 387.4965840517842, 202.35405656711373, 34.12612946225675, 19.500595541649275, 37.67157826785875, 82.50674191141066, 88.16935878450681, 118.9875131946803, 335.29287833310474, 
